 Mineral Name   ,   Locality Count   ,   mindat ID 1   ,   Locality Longname 1   ,   Max Age 1   ,   Min Age 1   ,   mindat ID 2   ,   Locality Longname 2   ,   Max Age 2   ,   Min Age 2   
Atheneite,15,,,,,,,,
Atlasovite,1,20412,"Second Scoria Cone, Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Krai, Russia",3.60E-05,0,,,,
Atokite,29,,,,,,,,
Attakolite,3,,,,,,,,
Attikaite,2,135343,"Shaft No. 132 (Christiana 132), Christiana Mine, Kamariza Mines (Kamareza Mines), Agios Konstantinos [St Constantine] (Kamariza), Lavrion District Mines, Lavreotiki, East Attica, Attica, Greece",20.2,3.6,122470,"La Amorosa Mine, San Rafael Claim, Villahermosa Del Rio, Castellón, Valencian Community, Spain",,
Aubertite,13,,,,,,,,
Augelite,79,,,,,,,,
Augite,2060,,,,,,,,
Auriacusite,6,,,,,,,,
Aurichalcite,919,,,,,,,,
Auricupride,24,,,,,,,,
Aurihydrargyrumite,1,294462,"Iyoki, Uchiko, Ouzu City, Ehime, Japan",,,,,,
Aurivilliusite,1,3529,"Clear Creek Claim (Clear Creek Mine), Goat Mountain, New Idria District, Diablo Range, San Benito Co., California, USA",5.3,0,,,,
Aurorite,22,,,,,,,,
Aurostibite,73,,,,,,,,
Austinite,71,,,,,,,,
Autunite,1272,,,,,,,,
Avdeevite,1,44535,"Palelni Mine (""Kat Chay Mine""), Khetchel Village (Cache Village; Khat Che Village), Molo Quarter, Momeik Township, Kyaukme District, Shan State, Myanmar",,,,,,
Avdoninite,5,,,,,,,,
Averievite,1,2656,"Yadovitaya Fumarole, Second Scoria Cone, Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Krai, Russia",3.60E-05,0,,,,
Avicennite,7,,,,,,,,
Avogadrite,3,,,,,,,,
Awaruite,166,,,,,,,,
Axelite,1,251235,"Arsenatnaya Fumarole, Second Scoria Cone, Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Krai, Russia",3.60E-05,0,,,,
Axinite-(Fe),260,,,,,,,,
Axinite-(Mg),12,,,,,,,,
Axinite-(Mn),88,,,,,,,,
Azoproite,3,,,,,,,,
Azurite,5509,,,,,,,,
Babánekite,9,,,,,,,,
Babefphite,2,5634,"Rožná Pegmatite (Rozna; Roschna), Rožná, Žďár Nad Sázavou District, Vysočina Region, Czech Republic",335,222.9,19400,"Aunik F-Be Deposit, Vitim Plateau, Buriatia Republic (Buryatia), Zabaykalsky Krai, Russia",250,250
Babingtonite,161,,,,,,,,
Babkinite,2,3052,"Trepča Stan Terg Mine (Stari Trg Mine; Trepča Mine; Stan Trg Mine), Trepča Complex, Trepča Valley, Kosovska Mitrovica, District Of Kosovska Mitrovica, Kosovo",23,5.3,2774,"Nevskoe W-Sn Deposit (Nevskoye; Nevskoje), Omsukchan, Ducat District, Kolyma River Basin, Magadan Oblast, Russia",161,145.5
Backite,1,3389,"Grand Central Mine, Contention-Grand Central Mine Group, Tombstone District, Tombstone Hills, Cochise Co., Arizona, USA",145,2.6,,,,
Badakhshanite-(Y),1,306064,"Dorozhniy Pegmatite, Murghob, Gorno-Badakhshan, Tajikistan",,,,,,
Badalovite,1,251235,"Arsenatnaya Fumarole, Second Scoria Cone, Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Krai, Russia",3.60E-05,0,,,,
Baddeleyite,238,,,,,,,,
Bafertisite,16,,,,,,,,
Baghdadite,8,,,,,,,,
Bahianite,2,53548,"Morro Do Chapéu Claim, Pico Das Almas River, Paramirim Das Crioulas, Érico Cardoso, Bahia, Brazil",380,361,7209,"Serra Da Mangabeira, Paramirim, Bahia, Brazil",380,361
Baileychlore,16,,,,,,,,
Bairdite,4,,,,,,,,
Bakhchisaraitsevite,4,,,,,,,,
Baksanite,4,,,,,,,,
Balangeroite,3,,,,,,,,
Balestraite,1,4430,"Cerchiara Mine, Borghetto Vara, Vara Valley, La Spezia Province, Liguria, Italy",201,23,,,,
Balićžunićite,1,5552,"La Fossa Crater, Vulcano Island, Lipari, Eolie Islands (Aeolian Islands), Messina Province, Sicily, Italy",,,,,,
Balipholite,1,715,"Xianghualing Mine (Hsianghualing Mine), Xianghualing Sn-polymetallic Ore Field, Linwu Co., Chenzhou, Hunan, China",160,152,,,,
Balkanite,9,,,,,,,,
Balliranoite,2,298329,"Diaoyutai, Wafangdian Co., Dalian, Liaodong Peninsula, Liaoning, China",,,2092,"Monte Somma, Somma-Vesuvius Complex, Naples, Campania, Italy",,
Balyakinite,4,,,,,,,,
Bambollaite,3,,,,,,,,
Bamfordite,1,10157,"Bamford Hill Mine (Bamford Hill W-Mo-Bi Deposit), Bamford, Mareeba Shire, Queensland, Australia",,,,,,
Banalsite,22,,,,,,,,
Bandylite,2,683,"Taltal, Antofagasta Province, Antofagasta, Chile",298,285,643,"Queténa Mine (Queténa Prospect), Toki Cu Deposit (Toki Cluster), Chuquicamata District, Calama, El Loa Province, Antofagasta, Chile",38.2,37.6
Bannermanite,4,,,,,,,,
Bannisterite,20,,,,,,,,
Baotite,27,,,,,,,,
Barahonaite-(Al),5,,,,,,,,
Barahonaite-(Fe),1,15649,"La Reconquistada Claim (prospect Near Dolores Mine), Pastrana, Mazarrón, Murcia, Spain",,,,,,
Bararite,8,,,,,,,,
Baratovite,3,,,,,,,,
Barberiite,3,,,,,,,,
Barbosalite,43,,,,,,,,
Barentsite,1,2673,"Restin'yun Mt, Khibiny Massif, Murmansk Oblast, Russia",413.6,319.6,,,,
Bariandite,6,,,,,,,,
Barićite,7,,,,,,,,
Barikaite,1,248228,"Barika Ore Deposit, Sardasht, Sardasht County, West Azerbaijan, Iran",,,,,,
Barioferrite,4,,,,,,,,
Bario-olgite,2,16163,"Vispi Quarry (incl. Celli; Pian Di Celle Volcano), San Venanzo, Terni Province, Umbria, Italy",0.265,0.265,39660,"Palitra Pegmatite (Palette Pegmatite), Karnasurt Mine (Kedyk Area), Kedykverpakhk Mt, Lovozero Massif, Murmansk Oblast, Russia",370,359
Bario-orthojoaquinite,2,25897,"Victor Claim (Victor Mine), Picacho Peak, New Idria District, Diablo Range, San Benito Co., California, USA",5.3,0,3531,"California State Gem Mine (Dallas Gem Mine; Benitoite Mine; Benitoite Gem Mine; Gem Mine), Santa Rita Peak, New Idria District, Diablo Range, San Benito Co., California, USA",5.3,0
Barioperovskite,1,3531,"California State Gem Mine (Dallas Gem Mine; Benitoite Mine; Benitoite Gem Mine; Gem Mine), Santa Rita Peak, New Idria District, Diablo Range, San Benito Co., California, USA",5.3,0,,,,
Bariopharmacoalumite,9,,,,,,,,
Bariopharmacosiderite,150,,,,,,,,
Bariosincosite,4,,,,,,,,
Barlowite,1,134,"Great Australia Mine, Cloncurry, Cloncurry Shire, Queensland, Australia",1575,1490,,,,
Barnesite,15,,,,,,,,
Barquillite,1,10216,"Fuentes Villanas Mine, Barquilla Sn-Ge-Cd-Cu-Fe Deposit, Salamanca, Castile And Leon, Spain",,,,,,
Barrerite,23,,,,,,,,
Barringerite,22,,,,,,,,
Barroisite,49,,,,,,,,
Barrotite,1,6914,"Roua Mines (Clue De Roua), Daluis, Guillaumes, Alpes-Maritimes, Provence-Alpes-Côte D'Azur, France",251,200,,,,
Barrydawsonite-(Y),1,263083,"Merlot Claim, North Red Wine Pluton, Labrador, Newfoundland And Labrador, Canada",,,,,,
Barstowite,11,,,,,,,,
Bartelkeite,1,2428,"Tsumeb Mine (Tsumcorp Mine), Tsumeb, Oshikoto Region, Namibia",600,519,,,,
Bartonite,5,,,,,,,,
Barwoodite,2,7795,"Big Rock Quarry (3M Quarry; Arch Street Pike Quarry), Granite Mountain Area, Little Rock, Pulaski Co., Arkansas, USA",99,85,7796,"Granite Mountain Quarry #1, Granite Mountain Area, Little Rock, Pulaski Co., Arkansas, USA",99,85
Barylite,33,,,,,,,,
Barysilite,9,,,,,,,,
Baryte,11547,,,,,,,,
Barytocalcite,83,,,,,,,,
Barytolamprophyllite,21,,,,,,,,
Bassanite,82,,,,,,,,
Bassetite,51,,,,,,,,
Bassoite,1,2089,"Molinello Mine, Ne, Graveglia Valley, Genova Province, Liguria, Italy",100,100,,,,
Bastnäsite-(Ce),304,,,,,,,,
Bastnäsite-(La),30,,,,,,,,
Bastnäsite-(Nd),4,,,,,,,,
Bastnäsite-(Y),10,,,,,,,,
Batagayite,1,19361,"Kester Deposit, Arga-Ynnakh-Khaya Granite Massif, Yana-Adycha Region, Yana River Basin, Verkhoyansk District, Sakha Republic (Yakutia), Russia",,,,,,
Batievaite-(Y),1,18634,"Sakharjok Massif (Sakhariok Massif; Sakharjok Deposit), Murmansk Oblast, Russia",2680,1740,,,,
Batiferrite,5,,,,,,,,
Batisite,11,,,,,,,,
Batisivite,2,73302,"Wigwam Deposit, Revelstoke Mining Division, British Columbia, Canada",541,521,8185,"Pereval Marble Quarry, Slyudyanka (Sludyanka), Lake Baikal Area, Irkutsk Oblast, Russia",481,481
Baumhauerite,15,,,,,,,,
Baumhauerite II,1,3207,"Lengenbach Quarry, Fäld (Imfeld; Im Feld; Feld), Binn Valley, Valais, Switzerland",245,241,,,,
Baumoite,1,296525,"Baumoite Type Locality, Radium Hill Area, Olary Province, South Australia, Australia",25,3.1,,,,
Baumstarkite,6,,,,,,,,
Bauranoite,1,25160,"Oktyabr'skoe Mo-U Deposit, Strel'tsovskoe Mo-U Ore Field, Krasnokamensk, Chitinskaya Oblast, Zabaykalsky Krai, Russia",142,127,,,,
Bavenite,255,,,,,,,,
Bavsiite,1,27151,"Gun Claim (Gunn Claim), Wilson Lake, Itsi Mt., Watson Lake Mining District, Yukon, Canada",,,,,,
Bayerite,15,,,,,,,,
Bayldonite,172,,,,,,,,
Bayleyite,38,,,,,,,,
Baylissite,2,270123,"Shopov Cave, Balkan Mts (Stara Planina), Bulgaria",,,3214,"Gerstenegg-Sommerloch Tunnel, Gerstenegg, Grimsel Area, Hasli Valley, Bern, Switzerland",3.36,3.24
Bazhenovite,9,,,,,,,,
Bazirite,11,,,,,,,,
Bazzite,51,,,,,,,,
Bearsite,2,408,"Almerindo Mine, Linópolis, Divino Das Laranjeiras, Minas Gerais, Brazil",630,582,18440,"Bota-Burum U Deposit, Alakol, Almaty Region, Kazakhstan",416,359
Bearthite,9,,,,,,,,
Beaverite-(Cu),132,,,,,,,,
Beaverite-(Zn),4,,,,,,,,
Bechererite,16,,,,,,,,
Beckettite,1,35,"Allende Meteorite (Pueblito De Allende Meteorite; Qutrixpileo Meteorite [NHM Cat.]), Pueblito De Allende, Chihuahua, Mexico",4567.61,4565.65,,,,
Becquerelite,92,,,,,,,,
Bederite,2,10211,"El Peñón Pegmatite, El Quemado District, Nevados De Palermo, La Poma Department, Salta Province, Argentina",,,31941,"Angarf-South Pegmatite, Tazenakht, Ouarzazate Province, Drâa-Tafilalet Region, Morocco",2046,2028
Béhierite,8,,,,,,,,
Behoite,24,,,,,,,,
Běhounekite,1,188817,"Geschieber Vein, Svornost Mine (Einigkeit Mine), Jáchymov, Karlovy Vary District, Karlovy Vary Region, Czech Republic",270,130,,,,
Beidellite,85,,,,,,,,
Belakovskiite,1,38665,"Blue Lizard Mine, Red Canyon, White Canyon District, San Juan Co., Utah, USA",252,0,,,,
Belendorffite,4,,,,,,,,
Belkovite,3,,,,,,,,
Bellbergite,3,,,,,,,,
Bellidoite,6,,,,,,,,
Bellingerite,1,641,"Chuquicamata Mine, Chuquicamata District, Calama, El Loa Province, Antofagasta, Chile",35.07,31,,,,
Belloite,6,,,,,,,,
Belogubite,1,175692,"Gayskoe Zn-Cu Deposit (Gayskoye; Gaiskoye), Gay, Orenburg Oblast, Russia",408,370,,,,
Belomarinaite,1,302020,"Toludskoe Lava Field, 2012-2013 Fissure Tolbachik Eruption Site, Plosky Tolbachik Volcano, Tolbachik Volcano, Kamchatka Krai, Russia",,,,,,
Belousovite,1,2656,"Yadovitaya Fumarole, Second Scoria Cone, Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Krai, Russia",3.60E-05,0,,,,
Belovite-(Ce),15,,,,,,,,
Belovite-(La),3,,,,,,,,
Belyankinite,6,,,,,,,,
Bementite,173,,,,,,,,
Benauite,3,,,,,,,,
Benavidesite,8,,,,,,,,
Bendadaite,10,,,,,,,,
Benitoite,20,,,,,,,,
Benjaminite,45,,,,,,,,
Benleonardite,20,,,,,,,,
Benstonite,17,,,,,,,,
Bentorite,3,,,,,,,,
Benyacarite,8,,,,,,,,
Beraunite,136,,,,,,,,
Berborite,11,,,,,,,,
Berdesinskiite,7,,,,,,,,
Berezanskite,1,3241,"Dara-i-Pioz Glacier (Dara-Pioz), Alai Range (Alayskiy), Tien Shan Mtn, Districts Of Republican Subordination, Tajikistan",359,170,,,,
Bergenite,9,,,,,,,,
Bergslagite,9,,,,,,,,
Berlinite,28,,,,,,,,
Bermanite,55,,,,,,,,
Bernalite,8,,,,,,,,
Bernardite,2,2246,"Crven Dol, Allchar (Alšar; Alsar; Alshar), Rožden (Rozhden; Roszdan), Kavadarci, North Macedonia",5.1,3.9,3207,"Lengenbach Quarry, Fäld (Imfeld; Im Feld; Feld), Binn Valley, Valais, Switzerland",245,241
Bernarlottiite,1,243287,"Ceragiola Quarries, Seravezza Basin, Seravezza, Lucca Province, Tuscany, Italy",,,,,,
Berndtite,11,,,,,,,,
Berryite,50,,,,,,,,
Berthierine,59,,,,,,,,
Berthierite,343,,,,,,,,
Bertossaite,6,,,,,,,,
Bertrandite,606,,,,,,,,
Beryl,4286,,,,,,,,
Beryllite,4,,,,,,,,
Beryllonite,47,,,,,,,,
Berzelianite,66,,,,,,,,
Berzeliite,6,,,,,,,,
Beshtauite,2,20425,"Gremuchka Ore Zone, mine №1, Beshtau Mt., Lermontovskoe U Deposit, Pyatigorsk, Stavropol Krai, Russia",,,268265,"Green Lizard Mine (Green Lizard #1 & #2), Red Canyon, White Canyon District, San Juan Co., Utah, USA",252,0
Betekhtinite,45,,,,,,,,
Betpakdalite-CaCa,15,,,,,,,,
Betpakdalite-CaMg,3,,,,,,,,
Betpakdalite-FeFe,1,135173,"Mount Moliagul, Moliagul, Central Goldfields Shire, Victoria, Australia",,,,,,
Betpakdalite-NaCa,2,683,"Taltal, Antofagasta Province, Antofagasta, Chile",298,285,14726,"Kyzylsai Mo-U Deposit, Chu-Ili Mts, Moiynkum, Jambyl Region, Kazakhstan",416,340
Betpakdalite-NaNa,1,641,"Chuquicamata Mine, Chuquicamata District, Calama, El Loa Province, Antofagasta, Chile",35.07,31,,,,
Bettertonite,1,1251,"Penberthy Croft Mine, St Hilary, Cornwall, England, UK",359,234,,,,
Beudantite,413,,,,,,,,
Beusite,39,,,,,,,,
Beusite-(Ca),1,296528,"Pegmatite Between Upper Ross Lake And Redout Lake, Yellowknife Pegmatite Field, Northwest Territories, Canada",2598,2594,,,,
Beyerite,96,,,,,,,,
Bezsmertnovite,6,,,,,,,,
Biachellaite,1,26476,"Biachella Valley, Sacrofano, Sacrofano Caldera, Metropolitan City Of Rome Capital, Lazio, Italy",,,,,,
Bianchite,40,,,,,,,,
Bicapite,1,117003,"Pickett Corral No. 4, Uravan District, Montrose Co., Colorado, USA",,,,,,
Bicchulite,6,,,,,,,,
Bideauxite,2,125731,"Unnamed Prospect, Iquique, Iquique Province, Tarapacá, Chile",,,3380,"Mammoth-Saint Anthony Mine (Mammoth-St Anthony Mine; Mammoth Mine; St. Anthony Mine), St. Anthony Deposit, Tiger, Mammoth District, Pinal Co., Arizona, USA",22.5,22
Bieberite,50,,,,,,,,
Biehlite,1,2428,"Tsumeb Mine (Tsumcorp Mine), Tsumeb, Oshikoto Region, Namibia",600,519,,,,
Bigcreekite,3,,,,,,,,
Bijvoetite-(Y),3,,,,,,,,
Bikitaite,4,,,,,,,,
Bilibinskite,12,,,,,,,,
Bílinite,16,,,,,,,,
Billietite,38,,,,,,,,
Billingsleyite,11,,,,,,,,
Billwiseite,1,2533,"Stak Nala, Haramosh Mts., Skardu District, Gilgit-Baltistan, Pakistan",,,,,,
Bindheimite,450,,,,,,,,
Biphosphammite,11,,,,,,,,
Biraite-(Ce),1,68872,"Ust'-Biraya, Biraya Fe-REE Ore Occurrence, Biraya And Bya Rivers Confluence Area (Chara Basin), Vitim Plateau, Irkutsk Oblast, Russia",485,300,,,,
Birchite,1,73,"Block 14 Opencut, Broken Hill, Broken Hill District, Yancowinna Co., New South Wales, Australia",1861,5,,,,
Biringuccite,1,2067,"Larderello, Pomarance, Pisa Province, Tuscany, Italy",3,3,,,,
Birnessite,178,,,,,,,,
Birunite,3,,,,,,,,
Bischofite,42,,,,,,,,
Bismite,214,,,,,,,,
Bismoclite,71,,,,,,,,
Bismuth,1966,,,,,,,,
Bismuthinite,1935,,,,,,,,
Bismutite,716,,,,,,,,
Bismutocolumbite,2,28984,"Pegmatite Occurrences, Forcel Rosso Gully (Forcel Rosso Pass), Mt. Foppa, Adamello Massif, Adamello-Brenta Natural Park, Camonica Valley, Brescia Province, Lombardy, Italy",,,4658,"Danburitovaya Pegmatite Vein, Malkhan Pegmatite Field (Malchan; ""Malechansk""), Krasnyi Chikoy, Chitinskaya Oblast, Zabaykalsky Krai, Russia",128.8,122.8
Bismutoferrite,51,,,,,,,,
Bismutohauchecornite,7,,,,,,,,
Bismutostibiconite,7,,,,,,,,
Bismutotantalite,23,,,,,,,,
Bitikleite,1,267807,"Xenolith No. 1, Lakargi Mt., Upper Chegem Volcanic Caldera (Verkhnechegemskaya Caldera), Baksan Valley, Kabardino-Balkaria, Russia",3,2.3,,,,
Bityite,31,,,,,,,,
Bixbyite-(Mn),104,,,,,,,,
Bjarebyite,6,,,,,,,,
Blakeite,4,,,,,,,,
Blatonite,3,,,,,,,,
Blatterite,4,,,,,,,,
Bleasdaleite,1,202,"Lake Boga Granite Quarry, Lake Boga, Swan Hill Rural City, Victoria, Australia",398,303,,,,
Blixite,7,,,,,,,,
Blödite,130,,,,,,,,
Blossite,1,824,"Izalco Volcano, Sonsonate Department, El Salvador",,,,,,
Bluebellite,1,144880,"Blue Bell Mine (Hard Luck Mine), Zzyzx (Fort Soda; Soda; Soda Springs; Zzyzx Mineral Spring Resort), Soda Mts, Silver Lake District, San Bernardino Co., California, USA",,,,,,
Bluelizardite,2,38665,"Blue Lizard Mine, Red Canyon, White Canyon District, San Juan Co., Utah, USA",252,0,27591,"Markey Mine, Red Canyon, White Canyon District, San Juan Co., Utah, USA",252,201
Bluestreakite,1,265426,"Blue Streak Mine, Bull Canyon District, Montrose Co., Colorado, USA",,,,,,
Bobcookite,4,,,,,,,,
Bobfergusonite,2,207971,"Nancy Pegmatite, Chacabuco Department, San Luis Province, Argentina",,,10127,"Pegmatite No. 22 (Gottcha Claim), North Group, Cross Lake, Manitoba, Canada",2772,2450
Bobierrite,17,,,,,,,,
Bobjonesite,3,,,,,,,,
Bobkingite,3,,,,,,,,
Bobmeyerite,1,3380,"Mammoth-Saint Anthony Mine (Mammoth-St Anthony Mine; Mammoth Mine; St. Anthony Mine), St. Anthony Deposit, Tiger, Mammoth District, Pinal Co., Arizona, USA",22.5,22,,,,
Bobshannonite,1,599,"Poudrette Quarry (De-Mix Quarry; Demix Quarry; Uni-Mix Quarry; Carrière Mont Saint-Hilaire; MSH), Mont Saint-Hilaire, La Vallée-du-Richelieu RCM, Montérégie, Québec, Canada",124,124,,,,
Bobtraillite,1,599,"Poudrette Quarry (De-Mix Quarry; Demix Quarry; Uni-Mix Quarry; Carrière Mont Saint-Hilaire; MSH), Mont Saint-Hilaire, La Vallée-du-Richelieu RCM, Montérégie, Québec, Canada",124,124,,,,
Bodieite,4,,,,,,,,
Bogdanovite,11,,,,,,,,
Bøggildite,1,1958,"Ivigtut Cryolite Deposit, Ivittuut (Ivigtut), Arsuk Fjord, Sermersooq, Greenland, Denmark",1275,1037,,,,
Boggsite,2,17831,"Mount Adamson, Victoria Land, Eastern Antarctica, Antarctica",,,19733,"Neer Road, Goble, Columbia Co., Oregon, USA",,
Bøgvadite,1,1958,"Ivigtut Cryolite Deposit, Ivittuut (Ivigtut), Arsuk Fjord, Sermersooq, Greenland, Denmark",1275,1037,,,,
Bohdanowiczite,41,,,,,,,,
Böhmite,195,,,,,,,,
Bohseite,5,,,,,,,,
Bohuslavite,2,179941,"Horní Město (Bergstadt), Rýmařov, Bruntál District, Moravian-Silesian Region, Czech Republic",,,2165,"Buca Della Vena Mine, Ponte Stazzemese, Stazzema, Lucca Province, Tuscany, Italy",27,8
Bokite,10,,,,,,,,
Boleite,65,,,,,,,,
Bolivarite,4,,,,,,,,
Boltwoodite,67,,,,,,,,
Bonaccordite,1,4378,"Bon Accord Ni Deposit, Bon Accord, Barberton, Ehlanzeni District, Mpumalanga, South Africa",3640,3040,,,,
Bonacinaite,1,30053,"Varenche Mine, Saint-Barthélemy, Nus, Aosta Valley, Italy",,,,,,
Bonattite,21,,,,,,,,
Bonazziite,5,,,,,,,,
Bonshtedtite,10,,,,,,,,
Boothite,18,,,,,,,,
Boracite,57,,,,,,,,
Boralsilite,4,,,,,,,,
Borax,76,,,,,,,,
Borcarite,6,,,,,,,,
Borisenkoite,1,2656,"Yadovitaya Fumarole, Second Scoria Cone, Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Krai, Russia",3.60E-05,0,,,,
Bornemanite,4,,,,,,,,
Bornhardtite,5,,,,,,,,
Bornite,5516,,,,,,,,
Borocookeite,2,4657,"Mokhovaya Pegmatite Vein, Malkhan Pegmatite Field (Malchan; ""Malechansk""), Krasnyi Chikoy, Chitinskaya Oblast, Zabaykalsky Krai, Russia",128.8,122.8,43373,"Sosedka Pegmatite Vein, Malkhan Pegmatite Field (Malchan; ""Malechansk""), Krasnyi Chikoy, Chitinskaya Oblast, Zabaykalsky Krai, Russia",128.8,122.8
Borodaevite,1,15929,"Alyaskitovoye Sn-W Deposit, Ust'-Nera, Indigirka River Basin, Sakha Republic (Yakutia), Russia",98,98,,,,
Boromullite,1,179958,"Mount Stafford, Central Desert Region, Northern Territory, Australia",,,,,,
Boromuscovite,5,,,,,,,,
Borovskite,7,,,,,,,,
Bortnikovite,1,4435,"Konder Alkaline-ultrabasic Massif (Konder Placers; Konder Mine; Kondyor), Aldan Shield, Ayan-Maya District, Khabarovsk Krai, Russia",,,,,,
Boscardinite,2,1708,"Jas Roux, La Chapelle-en-Valgaudemar (La Chapelle-en-Valgaudémar), Hautes-Alpes, Provence-Alpes-Côte D'Azur, France",251,3,22997,"Monte Arsiccio Mine, Sant'Anna Di Stazzema, Stazzema, Lucca Province, Tuscany, Italy",27,8
Bosiite,3,,,,,,,,
Bosoite,1,204597,"Arakawa, Minamiboso City, Chiba, Japan",23,16,,,,
Bostwickite,1,8854,"Taylor Mine, Franklin Mine, Franklin, Franklin Mining District, Sussex Co., New Jersey, USA",1349,940,,,,
Botallackite,49,,,,,,,,
Botryogen,45,,,,,,,,
Bottinoite,16,,,,,,,,
Bouazzerite,1,123384,"Vein No. 7, Bou Azzer Mine (Bou Azer Mine; Bouazzar Mine), Bou Azzer District (Bou Azer District), Tazenakht, Ouarzazate Province, Drâa-Tafilalet Region, Morocco",2046,230,,,,
Boulangerite,843,,,,,,,,
Bournonite,1089,,,,,,,,
Bouškaite,1,308119,"Mine Dump, Lill Mine, Černojamské Deposit (Black Pits Deposit), Březové Hory Ore Region (Birkenberg), Příbram District, Central Bohemian Region, Czech Republic",443,130,,,,
Boussingaultite,30,,,,,,,,
Bowieite,33,,,,,,,,
Boyleite,23,,,,,,,,
Braccoite,1,259564,"Valletta Mine, Vallone Della Valletta, Canosio, Maira Valley, Cuneo Province, Piedmont, Italy",,,,,,
Bracewellite,2,158,"Iron Monarch Open Cut, Iron Knob, Middleback Range, Eyre Peninsula, South Australia, Australia",1795,1787,1969,"Merume River, Kamakusa, Mazaruni District, Guyana",,
Brackebuschite,15,,,,,,,,
Bradaczekite,1,251235,"Arsenatnaya Fumarole, Second Scoria Cone, Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Krai, Russia",3.60E-05,0,,,,
Bradleyite,14,,,,,,,,
Braggite,101,,,,,,,,
Braithwaiteite,1,64427,"Laurani Mine, Laurani District, Aroma Province, La Paz, Bolivia",,,,,,
Braitschite-(Ce),2,4151,"Cane Creek Potash Mine (Texas Gulf Sulfur), Interriver District, Grand Co., Utah, USA",,,37893,"Texas Gulf Sulfur CC-1 Well, Interriver District, Grand Co., Utah, USA",,
Branchite,14,,,,,,,,
Brandãoite,1,41163,"João Firmino Claim, Linópolis, Divino Das Laranjeiras, Minas Gerais, Brazil",630,582,,,,
Brandholzite,6,,,,,,,,
Brandtite,18,,,,,,,,
Brannerite,248,,,,,,,,
Brannockite,3,,,,,,,,
Brassite,9,,,,,,,,
Braunerite,1,188817,"Geschieber Vein, Svornost Mine (Einigkeit Mine), Jáchymov, Karlovy Vary District, Karlovy Vary Region, Czech Republic",270,130,,,,
Braunite,483,,,,,,,,
Brazilianite,59,,,,,,,,
Bredigite,13,,,,,,,,
Breithauptite,175,,,,,,,,
Brendelite,2,108723,"Schaar Shaft, Johanngeorgenstadt, Johanngeorgenstadt Mining District, Erzgebirge District, Saxony, Germany",600,100,13544,"Güldener Falk Mine, Neustädtel, Schneeberg, Erzgebirge District, Saxony, Germany",343,100
Brenkite,4,,,,,,,,
Brewsterite-Ba,9,,,,,,,,
Brewsterite-Sr,8,,,,,,,,
Breyite,1,255619,"São Luis River Alluvials, Juína, Juína Kimberlite Field, Mato Grosso, Brazil",,,,,,
Brezinaite,7,,,,,,,,
Brianite,3,,,,,,,,
Brianroulstonite,3,,,,,,,,
Brianyoungite,79,,,,,,,,
Briartite,12,,,,,,,,
Bridgmanite,1,9914,"Tenham Meteorite, Tenham Station, Windorah, Barcoo Shire, Queensland, Australia",,,,,,
Brindleyite,2,1945,"Marmara Bauxite Deposit, Megara, West Attica, Attica, Greece",,,219876,"Victorio, Luna Co., New Mexico, USA",,
Brinrobertsite,1,13572,"Nant Ffrancon Formation, Aber-Ogwen, Bangor, Gwynedd, Wales, UK",,,,,,
Britholite-(Ce),115,,,,,,,,
Britholite-(Y),28,,,,,,,,
Britvinite,2,2427,"Kombat Mine (Klein Otavi; Asis), Kombat, Grootfontein, Otjozondjupa Region, Namibia",601,537,3167,"Långban, Filipstad, Värmland County, Sweden",1898,1000
Brizziite,2,2142,"Pereta Mine, Pereta, Scansano, Grosseto Province, Tuscany, Italy",,,2164,"Le Cetine Di Cotorniano Mine (Le Cetine Mine; Cetine Mine; Rosia), Chiusdino, Siena Province, Tuscany, Italy",,
