id	mineral	min_age	max_age	locality_longname	rarity_group
219	Andersonite	201.3	259.1	KÅvÃ¡gÃ³szÅlÅs, Mecsek Mts, Baranya, Hungary	Transitional
219	Andersonite	251.9	298.9	Bakonya, Mecsek Mts, Baranya, Hungary	Transitional
219	Andersonite	279.0	281.0	Foggintor Quarry, Princetown, Dartmoor Forest, West Devon, Devon, England, UK	Transitional
239	Ankerite	0.0	0.0	KateÅina Coal Mine, Radvanice, Trutnov District, Hradec KrÃ¡lovÃ© Region, Czech Republic	Ubiquitous
239	Ankerite	0.0	0.0	Mt. Cervandone Area (Scherbadung; Cherbadung; Incl. Conca Del Cervandone; Ghiacciaio Della Rossa), Devero Alp, Baceno, Devero Valley, Antigorio Valley, Ossola Valley, Verbano-Cusio-Ossola Province, Piedmont, Italy	Ubiquitous
239	Ankerite	0.0	5.3	Lomnice, Sokolov District, Karlovy Vary Region, Czech Republic	Ubiquitous
239	Ankerite	0.0	5.3	Jumper & Golden Rule Group (Jumper Mine; Jumper Claim; Jumper Deposit; New Era Claim), Jamestown Mine (Jamestown Group), Jamestown, Jamestown District, Mother Lode Belt, Tuolumne Co., California, USA	Ubiquitous
239	Ankerite	0.0	11.3	Cape Verde	Ubiquitous
239	Ankerite	0.0	66.0	Coromandel Peninsula, Thames-Coromandel District, Waikato Region, New Zealand	Ubiquitous
239	Ankerite	0.0	172.0	Mayacmas Mts (Mayacamas Mts), Lake Co., California, USA	Ubiquitous
239	Ankerite	0.5	2.0	Yarmouk River, Maqarin Area, Irbid, Jordan	Ubiquitous
239	Ankerite	2.6	66.0	Ojuela Mine, MapimÃ­, MapimÃ­ Municipality, Durango, Mexico	Ubiquitous
239	Ankerite	2.6	66.0	Central District, Grant Co., New Mexico, USA	Ubiquitous
239	Ankerite	3.0	28.0	North Bohemian Uranium District, Liberec Region, Czech Republic	Ubiquitous
239	Ankerite	4.4	6.34	Teniente Mine (Braden Mine), El Teniente, Rancagua, Cachapoal Province, O'Higgins, Chile	Ubiquitous
239	Ankerite	5.0	252.0	Neubulach, Calw, Black Forest, Baden-WÃ¼rttemberg, Germany	Ubiquitous
239	Ankerite	5.0	252.0	KÃ¤fersteige Mine, WÃ¼rm, Pforzheim, Black Forest, Baden-WÃ¼rttemberg, Germany	Ubiquitous
239	Ankerite	5.3	23.0	Qulong Cu-(Mo) Deposit, Maizhokunggar Co. (Mozhugongka Co.), Lhasa, Tibet, China	Ubiquitous
239	Ankerite	5.3	23.0	TrepÄa Stan Terg Mine (Stari Trg Mine; TrepÄa Mine; Stan Trg Mine), TrepÄa Complex, TrepÄa Valley, Kosovska Mitrovica, District Of Kosovska Mitrovica, Kosovo	Ubiquitous
239	Ankerite	5.6	6.0	Porgera Mine, Mt Kare Valley, Mt Hagen, Enga Province, Papua New Guinea	Ubiquitous
239	Ankerite	7.0	8.0	Morococha District, Yauli Province, JunÃ­n, Peru	Ubiquitous
239	Ankerite	8.0	27.0	Levigliani Mine, Stazzema, Lucca Province, Tuscany, Italy	Ubiquitous
239	Ankerite	10.0	12.0	Kremnica (Kremnitz), Å½iar Nad Hronom Co., BanskÃ¡ Bystrica Region, Slovakia	Ubiquitous
239	Ankerite	10.1	13.4	RozÃ¡lia Mine, HodruÅ¡a-HÃ¡mre (Hodritsch), Å½arnovica Co., BanskÃ¡ Bystrica Region, Slovakia	Ubiquitous
239	Ankerite	10.2	12.87	RoÅia MontanÄ (Verespatak; VÃ¶rÃ¶spatak; Goldbach), RoÅia MontanÃ£ Commune, Alba, Romania	Ubiquitous
239	Ankerite	10.6	11.6	Colquijirca Mine, Colquijirca Mining District, Tinyahuarco District, Pasco Province, Pasco, Peru	Ubiquitous
239	Ankerite	11.5	18.0	Apigania Bay, Tinos Island, Tinos, South Aegean, Greece	Ubiquitous
239	Ankerite	13.0	117.0	Temple Mountain, San Rafael District (San Rafael Swell), Emery Co., Utah, USA	Ubiquitous
239	Ankerite	14.4	15.4	Cerro De Pasco Mine (Paragsha Mine), SimÃ³n BolÃ­var District, Pasco Province, Pasco, Peru	Ubiquitous
239	Ankerite	15.0	15.0	CaÃ±ariaco Cu Deposit, CaÃ±ares, Ferrenate Province, Lambayeque, Peru	Ubiquitous
239	Ankerite	15.0	232.0	ZÃ¡lesÃ­ (Zalesie), JavornÃ­k, JesenÃ­k District, Olomouc Region, Czech Republic	Ubiquitous
239	Ankerite	16.0	23.0	BÃ­lina Coal Mine, BÃ­lina, Teplice District, ÃstÃ­ Nad Labem Region, Czech Republic	Ubiquitous
239	Ankerite	18.5	20.0	Sasa Mine, Probistip, North Macedonia	Ubiquitous
239	Ankerite	20.4	21.2	Oulay Mine (Ulay Mine; Ute-Ulay Mine), Lake City, Lake City District (Lake District), Hinsdale Co., Colorado, USA	Ubiquitous
239	Ankerite	21.0	21.0	Glacier Peak Mine (Miners Ridge Mine; Calumet Mine), Plummer Mountain, Glacier Peak District, Snohomish Co., Washington, USA	Ubiquitous
239	Ankerite	23.0	56.0	Eureka Mine, Castell-estaÃ³, La Torre De Cabdella (La Torre De Capdella), La Vall Fosca, El Pallars JussÃ , Lleida (LÃ©rida), Catalonia, Spain	Ubiquitous
239	Ankerite	23.0	201.0	Cerchiara Mine, Borghetto Vara, Vara Valley, La Spezia Province, Liguria, Italy	Ubiquitous
239	Ankerite	24.0	25.0	Olympiada Mine (Olympias Mine), Cassandra Mines, Aristotelis, Chalkidiki, Central Macedonia, Greece	Ubiquitous
239	Ankerite	24.1	24.6	Haast River, Westland District, West Coast Region, New Zealand	Ubiquitous
239	Ankerite	24.3	35.0	Creede District, Mineral Co., Colorado, USA	Ubiquitous
239	Ankerite	25.0	25.0	Condor-Hemlock Mine (Condor Mine; Hemlock Mine; Pegasus Claim; Green Crystal Claim), Snoqualmie Pass, Middle Fork Of The Snoqualmie River, Snoqualmie & Burns Districts, King Co., Washington, USA	Ubiquitous
239	Ankerite	25.0	35.0	Traversella Mine, Traversella, Chiusella Valley, Canavese District, Metropolitan City Of Turin, Piedmont, Italy	Ubiquitous
239	Ankerite	26.0	26.0	Sweet Home Mine (Home Sweet Home Mine; Sweet Home Lode And Pulaski Lode [Patents 106 And 107]), Mount Bross, Alma District, Park Co., Colorado, USA	Ubiquitous
239	Ankerite	28.0	40.0	Fresnillo Municipality, Zacatecas, Mexico	Ubiquitous
239	Ankerite	30.0	331.0	NÃ¢m Xe REE Deposit, Mt Fansipan, Phong Tho District, Lai Chau Province, Vietnam	Ubiquitous
239	Ankerite	33.2	36.4	Ãguila Area (FÃ© Mine), Ciudad Rodrigo, Saelices El Chico, Salamanca, Castile And Leon, Spain	Ubiquitous
239	Ankerite	33.7	173.8	Goldstrike Mines, Lynn District, Eureka Co., Nevada, USA	Ubiquitous
239	Ankerite	33.9	56.0	Green River Formation, Uintah Co., Utah, USA	Ubiquitous
239	Ankerite	33.9	145.0	La Plata Mine, Pichincha Province, Ecuador	Ubiquitous
239	Ankerite	34.0	39.0	Potrerillos Mine, Potrerillos, ChaÃ±aral Province, Atacama, Chile	Ubiquitous
239	Ankerite	34.72	35.02	Guitarra Mine, Temascaltepec De GonzÃ¡lez (Temascaltepec), Temascaltepec Municipality, Mexico, Mexico	Ubiquitous
239	Ankerite	35.0	145.8	Mushgai Khudag Carbonatite Complex (Mushgai Hudag; Mushugai Khuduk; Mushugay Khuduk), Shara Hulasa Hiid, ÃmnÃ¶govi Aimag, Mongolia	Ubiquitous
239	Ankerite	38.0	48.0	Jebel Bou-Agrao, Tamazeght Mountain Range, KhÃ©nifra Province, BÃ©ni Mellal-KhÃ©nifra Region, Morocco	Ubiquitous
239	Ankerite	53.0	63.1	Esperanza Mine [new] (Esperanza Pit; Esperanza Open Pit Mines; West Esperanza Mine), Pima District (Olive District; Mineral Hill District; Twin Buttes District), Sierrita Mts, Pima Co., Arizona, USA	Ubiquitous
239	Ankerite	55.7	57.7	Jinman Cu Deposit, Lanping Co., Nujiang, Yunnan, China	Ubiquitous
239	Ankerite	58.4	60.0	Shuixie Mine, Yongping Co., Dali, Yunnan, China	Ubiquitous
239	Ankerite	59.0	78.0	Amba Dongar Complex, Gujarat, India	Ubiquitous
239	Ankerite	60.0	62.0	Mooteh Mine (Muteh Mine), Mooteh District (Muteh District), Golpayegan (Golpayan), Golpayegan County, Isfahan, Iran	Ubiquitous
239	Ankerite	60.94	63.38	Baiyangping Cu-Co-Ag Deposit, Western Ore Zone, Baiyangping Ore Field, Lanping Co., Nujiang, Yunnan, China	Ubiquitous
239	Ankerite	63.0	63.0	New Cornelia Mine (Ajo Mine), Ajo, Little Ajo Mts, Ajo District, Pima Co., Arizona, USA	Ubiquitous
239	Ankerite	63.1	88.0	Fazenda Varela, Lages, Santa Catarina, Brazil	Ubiquitous
239	Ankerite	64.0	331.0	Magurka, PartizÃ¡nska LupÄa, LiptovskÃ½ MikulÃ¡Å¡ Co., Å½ilina Region, Slovakia	Ubiquitous
239	Ankerite	66.0	100.0	KankÃ¶y (Arslandede), Trabzon Province, Black Sea Region, Turkey	Ubiquitous
239	Ankerite	66.0	145.0	Bailundo, Bailundo City Council, Huambo Province, Angola	Ubiquitous
239	Ankerite	66.0	145.0	Mt Tchivira, Lubango City Council, HuÃ­la Province, Angola	Ubiquitous
239	Ankerite	66.0	145.0	Cerro Sapo, Ayopaya Province, Cochabamba, Bolivia	Ubiquitous
239	Ankerite	66.0	145.0	Chiarake (Chiaracke; Chiaraque), Ayopaya Province, Cochabamba, Bolivia	Ubiquitous
239	Ankerite	66.0	145.0	Cerro Manomo, Velasco Province, Santa Cruz, Bolivia	Ubiquitous
239	Ankerite	66.0	145.0	Morro Dos Seis Lagos, SÃ£o Gabriel Da Cachoeira, Amazonas, Brazil	Ubiquitous
239	Ankerite	66.0	145.0	Fenghuangshan Mine, Fenghuangshan Ore Field, Tongling, Anhui, China	Ubiquitous
239	Ankerite	66.0	145.0	Cunqian Au-Cu Deposit, Shanggao Co., Yichun, Jiangxi, China	Ubiquitous
239	Ankerite	66.0	145.0	Bou Jaber Mine, Bou Jaber (Bou Jabeur), Kalaat Es Senan, Kef, Tunisia	Ubiquitous
239	Ankerite	70.0	70.0	Liuju Cu Deposit (Luzhou Cu Deposit; Liuzu Cu Deposit; Liuzhi Cu Deposit), Dayao Copper Mine, Dayao Co., Chuxiong, Yunnan, China	Ubiquitous
239	Ankerite	70.0	70.0	Haojiahe Cu Deposit, Mouding Co., Chuxiong, Yunnan, China	Ubiquitous
239	Ankerite	71.9	97.7	Barreiro, AraxÃ¡, Minas Gerais, Brazil	Ubiquitous
239	Ankerite	74.5	93.7	Elatsite Mine (Elacite Mine), Zlatitsa, Zlatitsa Obshtina, Sofia Province, Bulgaria	Ubiquitous
239	Ankerite	80.0	90.0	Guelb Richat, Adrar Region, Mauritania	Ubiquitous
239	Ankerite	80.0	109.1	Hawks Crag, Westport, Buller District, West Coast Region, New Zealand	Ubiquitous
239	Ankerite	81.1	96.5	Hwanggangri District, North Chungcheong Province, South Korea	Ubiquitous
239	Ankerite	86.0	92.0	Katete Carbonatite, Hwange District, Matabeleland North, Zimbabwe	Ubiquitous
239	Ankerite	91.3	91.6	Chelopech Au-Cu Mine, Chelopech, Sofia City Province, Bulgaria	Ubiquitous
239	Ankerite	94.0	94.0	Mitterberg District, St Johann Im Pongau, Salzburg, Austria	Ubiquitous
239	Ankerite	94.8	102.0	Fanjah (Fanja), Sib, Muscat, Oman	Ubiquitous
239	Ankerite	100.0	145.0	AnitÃ¡polis Mine, AnitÃ¡polis, Santa Catarina, Brazil	Ubiquitous
239	Ankerite	100.0	145.0	Mehdi Abad Mine, Bafq (Bafgh), Yazd, Iran	Ubiquitous
239	Ankerite	100.0	145.0	Nchisi Island (Chilwa Island; Shirwa Island), Zomba, Southern Region, Malawi	Ubiquitous
239	Ankerite	100.0	145.0	Troya Mine, Mutiloa, GuipÃºzcoa (Gipuzkoa), Basque Country, Spain	Ubiquitous
239	Ankerite	104.48	109.62	Janggun Mine, Bonghwa-gun, North Gyeongsang Province, South Korea	Ubiquitous
239	Ankerite	105.0	125.0	NovoveskÃ¡ Huta U-Cu Deposit, NovoveskÃ¡ Huta, SpiÅ¡skÃ¡ NovÃ¡ Ves (Zipser Neuendorf; Zipser Neudorf; IglÃ³), SpiÅ¡skÃ¡ NovÃ¡ Ves Co., KoÅ¡ice Region, Slovakia	Ubiquitous
239	Ankerite	110.0	387.0	Clara Mine, Rankach Valley, Oberwolfach, Wolfach, Ortenaukreis, Freiburg, Baden-WÃ¼rttemberg, Germany	Ubiquitous
239	Ankerite	110.4	112.0	Black Horse Prospect, Gold Hill District (Blackfoot District), Latah Co., Idaho, USA	Ubiquitous
239	Ankerite	112.0	173.0	Dexing Cu-Mo-Au Ore Field, Dexing Co., Shangrao, Jiangxi, China	Ubiquitous
239	Ankerite	117.0	129.0	Kangankunde Hill, Balaka, Southern Region, Malawi	Ubiquitous
239	Ankerite	117.0	488.3	Francon Quarry, MontrÃ©al, QuÃ©bec, Canada	Ubiquitous
239	Ankerite	120.5	120.5	Mangchang Ore Field, Nandan County, Hechi, Guangxi, China	Ubiquitous
239	Ankerite	125.0	125.0	Barewood Reefs, Hindon, Dunedin City, Otago Region, New Zealand	Ubiquitous
239	Ankerite	126.0	140.0	Tundulu Complex, Phalombe, Southern Region, Malawi	Ubiquitous
239	Ankerite	126.9	159.0	JuquiÃ¡ Alkaline Carbonatite Complex, Registro, SÃ£o Paulo, Brazil	Ubiquitous
239	Ankerite	127.0	142.0	Tulukuevskoe U Deposit (Tulukui Quarry), Strel'tsovskoe Mo-U Ore Field, Krasnokamensk, Chitinskaya Oblast, Zabaykalsky Krai, Russia	Ubiquitous
239	Ankerite	135.5	140.5	Dongguashan Mine, Shizishan Ore Field, Tongling, Anhui, China	Ubiquitous
239	Ankerite	137.0	147.0	Baimangshan Au-Ag-Cu Deposit, Tongling, Anhui, China	Ubiquitous
239	Ankerite	138.0	144.0	Kajaran Mine (Kadzharan Mine; Kadzharan Molybdenum Deposit), Kajaran, Upper Okhca River, Kafan District (Kapan), Syunik' Province, Armenia	Ubiquitous
239	Ankerite	145.0	201.0	Baxi Au Deposit (A'xi Au Deposit; Axi Au Deposit), ZoigÃª Co. (Ruo'ergai Co.), Ngawa Autonomous Prefecture (Aba Autonomous Prefecture), Sichuan, China	Ubiquitous
239	Ankerite	145.0	358.9	Artenberg Quarry, Steinach, Haslach, Black Forest, Baden-WÃ¼rttemberg, Germany	Ubiquitous
239	Ankerite	145.0	358.9	Gottesehre Mine (Ruprecht Mine; Ruprecht Vein), Urberg, St Blasien, Black Forest, Baden-WÃ¼rttemberg, Germany	Ubiquitous
239	Ankerite	145.0	358.9	Tannenboden Mine, Wieden, Black Forest, Baden-WÃ¼rttemberg, Germany	Ubiquitous
239	Ankerite	150.0	260.0	Im Lochborn Copper Mine, Main-Kinzig, Hesse, Germany	Ubiquitous
239	Ankerite	152.9	156.7	Huangshaping Mine, Huangshaping Pb-Zn-polymetallic Ore Field, Guiyang Co., Chenzhou, Hunan, China	Ubiquitous
239	Ankerite	153.6	172.8	Kalkfeld Complex, Kalkfeld, Omatako, Otjozondjupa Region, Namibia	Ubiquitous
239	Ankerite	157.0	167.0	IluilÃ¢rssuk, Sermersooq, Greenland, Denmark	Ubiquitous
239	Ankerite	162.0	183.0	Qaqqaarsuk (Qaqarssuk), Maniitsoq, Maniitsoq Island, Qeqqata, Greenland, Denmark	Ubiquitous
239	Ankerite	164.0	201.0	Filizchai Deposit, Belokan-Avar Ore District, Balakan District, Azerbaijan	Ubiquitous
239	Ankerite	166.0	174.0	Maubacher Bleiberg, Untermaubach, DÃ¼ren, Eifel, North Rhine-Westphalia, Germany	Ubiquitous
239	Ankerite	168.0	214.0	Shuangwang Au Deposit, Taibai Co., Baoji, Shaanxi, China	Ubiquitous
239	Ankerite	169.0	173.0	Island Copper Mine (Utah Mines Ltd.), Port Hardy, Vancouver Island, Nanaimo Mining Division, British Columbia, Canada	Ubiquitous
239	Ankerite	170.0	177.4	Bajiazi Zn-Pb-Ag Deposit, Jianchang Co., Huludao, Liaoning, China	Ubiquitous
239	Ankerite	183.5	188.1	Orphan Mine (Orphan Lode; Orphan N.P. 2004; Golden Crown Mining Co. Property; Western Gold And Uranium Property), Grand Canyon Village, Orphan Mining District, South Rim, Coconino Co., Arizona, USA	Ubiquitous
239	Ankerite	190.0	278.0	Schlema-Hartenstein District, Erzgebirge District, Saxony, Germany	Ubiquitous
239	Ankerite	195.0	210.0	Red Chris Mine, Kinaskan Lake, Liard Mining Division, British Columbia, Canada	Ubiquitous
239	Ankerite	197.0	282.0	Carrock Mine, Mungrisdale, Eden, Cumbria, England, UK	Ubiquitous
239	Ankerite	200.0	251.0	Roua Mines (Clue De Roua), Daluis, Guillaumes, Alpes-Maritimes, Provence-Alpes-CÃ´te D'Azur, France	Ubiquitous
239	Ankerite	200.0	260.0	Torr Works Quarry (Merehead Quarry), Cranmore, Mendip, Somerset, England, UK	Ubiquitous
239	Ankerite	201.0	237.0	Biggenden Mine (Mt Biggenden Mine; Biggenden Gold And Bismuth Mine; Mt Biggenden Bismuth Mine; Mt Biggenden Magnetite Mine; Biggenden Quarry), North Burnett Region, Queensland, Australia	Ubiquitous
239	Ankerite	201.3	259.1	KÅvÃ¡gÃ³szÅlÅs, Mecsek Mts, Baranya, Hungary	Ubiquitous
239	Ankerite	205.0	206.0	Afton Mine, Kamloops, Kamloops Mining Division, British Columbia, Canada	Ubiquitous
239	Ankerite	206.0	213.0	Sawaya'erdun Au-(Sb) Deposit, Wuqia Co. (Ulugqat Co.; Ulughchat Co.), Kezilesu Autonomous Prefecture (Kizilsu Autonomous Prefecture; Qizilsu Autonomous Prefecture), Xinjiang, China	Ubiquitous
239	Ankerite	210.0	370.0	Berezovsk Deposit, Beryozovsky, Sverdlovsk Oblast, Russia	Ubiquitous
239	Ankerite	217.0	372.0	Ramsbeck, Meschede, Sauerland, North Rhine-Westphalia, Germany	Ubiquitous
239	Ankerite	219.0	267.3	Lugeengol REE Deposit (Lugin Gol; Lugiin Gol; Lugin Gel), HÃ¶vsgÃ¶l, Dornogovi Aimag, Mongolia	Ubiquitous
239	Ankerite	220.0	392.0	Ice River Alkaline Complex, Golden Mining Division, British Columbia, Canada	Ubiquitous
239	Ankerite	222.0	238.0	Grants Mills, Cumberland, Providence Co., Rhode Island, USA	Ubiquitous
239	Ankerite	222.9	313.6	RoÅ¾nÃ¡ Deposit, RoÅ¾nÃ¡, Å½ÄÃ¡r Nad SÃ¡zavou District, VysoÄina Region, Czech Republic	Ubiquitous
239	Ankerite	230.0	250.0	Sieroszowice Mine, GÅogÃ³w Co., Lower Silesian Voivodeship, Poland	Ubiquitous
239	Ankerite	231.0	278.0	Miaoya Carbonatite, Zhushan Co., Shiyan, Hubei, China	Ubiquitous
239	Ankerite	231.0	327.0	WÃ¶lsendorf Fluorite Mining District, Upper Palatinate, Bavaria, Germany	Ubiquitous
239	Ankerite	234.0	359.0	Penberthy Croft Mine, St Hilary, Cornwall, England, UK	Ubiquitous
239	Ankerite	236.0	239.0	Driggith Mine (Driggeth Mine), Caldbeck, Allerdale, Cumbria, England, UK	Ubiquitous
239	Ankerite	238.4	241.6	Asgat Ag-Sb Deposit, Asgat-Ozernoe Zone, Yustid Ore Cluster, Bayan Ãlgiy Aimag, Mongolia	Ubiquitous
239	Ankerite	239.3	246.9	Oktyabrsky Mine (Oktyabr'skoe Cu-Ni Deposit; Oktyabr'skoye; Oktyabr'sky), Talnakh Cu-Ni Deposit, Noril'sk, Putoran Plateau, Taimyr Peninsula, Taymyrskiy Autonomous Okrug, Krasnoyarsk Krai, Russia	Ubiquitous
239	Ankerite	240.0	280.0	Duobaoshan Mine, Nenjiang Co., Heihe, Heilongjiang, China	Ubiquitous
239	Ankerite	241.0	272.0	Old Sandbed Mine (Old Sandbeds Mine), Caldbeck, Allerdale, Cumbria, England, UK	Ubiquitous
239	Ankerite	250.0	250.0	Windy Craggy Deposit, Atlin Mining Division, British Columbia, Canada	Ubiquitous
239	Ankerite	251.9	298.9	Bakonya, Mecsek Mts, Baranya, Hungary	Ubiquitous
239	Ankerite	251.9	358.9	MÃ¼nstergrund Mine, St Trudpert, MÃ¼nstertal, Black Forest, Baden-WÃ¼rttemberg, Germany	Ubiquitous
239	Ankerite	255.0	265.0	Kara-Oba W Deposit, Betpakdala Desert (Bet-Pak-Dal Desert), Karazhal, Karaganda Region, Kazakhstan	Ubiquitous
239	Ankerite	260.0	260.0	Hubac De Jourdan Mine, Daluis, Guillaumes, Alpes-Maritimes, Provence-Alpes-CÃ´te D'Azur, France	Ubiquitous
239	Ankerite	260.0	260.0	Mansfeld Basin, Saxony-Anhalt, Germany	Ubiquitous
239	Ankerite	266.0	298.0	Kanggu'er Au Deposit (Kanggur Au Deposit; Kangur Au Deposit; Kanggul Au Deposit; Kanggur Tag Au Deposit; Kanggu'ertage Au Deposit), Kanggur-Xifengshan Gold Belt, Shanshan Co. (Piqan Co.; Pichan Co.), Tulufan Prefecture (Turfan Prefecture; Turpan Prefecture), Xinjiang, China	Ubiquitous
239	Ankerite	270.0	309.0	Kalmakyr Mine (Almalyk Mine), Piskent District, Tashkent, Uzbekistan	Ubiquitous
