id	mineral	min_age	max_age	locality_longname	rarity_group
859	Calcite	541.0	2500.0	United Verde Extension Mine (Little Daisy Group Of Claims; Little Daisy Shaft; The UVX; The U.V.X. Property; Edith And Audrey Shafts), Jerome, Verde District, Black Hills (Black Hill Range), Yavapai Co., Arizona, USA	Ubiquitous
859	Calcite	541.0	2500.0	United Verde Mine (The Big Hole; Big Hole Property; Hull Mine; Hopewell Tunnel; Patented Claim 3480; Patented Claim 2812; Patented Claims 3348), Jerome, Verde District, Black Hills (Black Hill Range), Yavapai Co., Arizona, USA	Ubiquitous
859	Calcite	1491.0	2500.0	Dongshengmiao Mine, Urad Rear Banner (Wulate Houqi), Bayan Nur League (Bayannao'er Prefecture), Inner Mongolia, China	Ubiquitous
859	Calcite	1600.0	2500.0	Sherritt Gordon Mine (Sherridon Mine), Sherridon District, Manitoba, Canada	Ubiquitous
859	Calcite	1600.0	2500.0	Black Angel Mine, Maarmorilik, Avannaata, Greenland, Denmark	Ubiquitous
859	Calcite	1600.0	2500.0	Zawar Mines, Udaipur, Udaipur District, Udaipur Division, Rajasthan, India	Ubiquitous
859	Calcite	1810.0	2615.0	SiilinjÃ¤rvi Mine, SiilinjÃ¤rvi, Northern Savonia, Finland	Ubiquitous
859	Calcite	2110.0	2644.0	Tanco Mine (Bernic Lake Mine), Bernic Lake, Lac-du-Bonnet Area, Manitoba, Canada	Ubiquitous
859	Calcite	2180.0	2660.0	Red Cross Lake Pegmatites, Red Cross Lake, Manitoba, Canada	Ubiquitous
859	Calcite	2188.3	2608.3	Stillwater Mine, Stillwater Complex, Nye, Stillwater Co., Montana, USA	Ubiquitous
859	Calcite	2220.0	2918.0	Wodgina Tantalite Mine (Wodgina Pegmatite; Main Tantalite Dyke), Wodgina, Abydos Station, Port Hedland Shire, Western Australia, Australia	Ubiquitous
859	Calcite	2483.0	2501.0	Akjoujt Mine (Guelb Moghrein Mine), Akjoujt (Akjout; Fort Repoux), Inchiri Region, Mauritania	Ubiquitous
859	Calcite	2500.0	4000.0	Panorama Area, Shaw River District, East Pilbara Shire, Western Australia, Australia	Ubiquitous
859	Calcite	2500.0	4000.0	Willroy Mine, Gemmell Township, Thunder Bay District, Ontario, Canada	Ubiquitous
859	Calcite	2500.0	4000.0	Hunter Mine, Abitibi-Ouest RCM, Abitibi-TÃ©miscamingue, QuÃ©bec, Canada	Ubiquitous
859	Calcite	2500.0	4000.0	Manitou-Barvue Mine (Golden Manitou Mine), Val D'Or, La VallÃ©e-de-l'Or RCM, Abitibi-TÃ©miscamingue, QuÃ©bec, Canada	Ubiquitous
859	Calcite	2500.0	4000.0	Sigma Mine (Sigma No. 1 Mine), Val D'Or, La VallÃ©e-de-l'Or RCM, Abitibi-TÃ©miscamingue, QuÃ©bec, Canada	Ubiquitous
859	Calcite	2500.0	4000.0	Selbaie Mine (Detour Mine), Baie-James, Nord-du-QuÃ©bec, QuÃ©bec, Canada	Ubiquitous
859	Calcite	2512.82	2792.82	Penokee Group, Ironwood, Gogebic Iron Range, Gogebic Co., Michigan, USA	Ubiquitous
859	Calcite	2525.0	2529.0	Greenbushes Mine (Greenbushes Pegmatite), Greenbushes Tinfield, Bridgetown-Greenbushes Shire, Western Australia, Australia	Ubiquitous
859	Calcite	2540.0	3009.0	Tupertalik Mt., Isortoq Fjord (SÃ¸ndre Isortoq), Qeqqata, Greenland, Denmark	Ubiquitous
859	Calcite	2550.0	2550.0	Barbara Gold Mine (SBS 28 Complex; Shirl-Barbara-Surprise Complex), Coolgardie, Coolgardie Shire, Western Australia, Australia	Ubiquitous
859	Calcite	2553.0	2584.0	Salobo Mine, MarabÃ¡, CarajÃ¡s Mineral Province, ParÃ¡, Brazil	Ubiquitous
859	Calcite	2554.93	2554.93	Columbia Mine (Kloman Mine), Republic, Marquette Iron Range, Marquette Co., Michigan, USA	Ubiquitous
859	Calcite	2560.0	2800.0	Preissac Mine (Indian Mine), Preissac, Abitibi RCM, Abitibi-TÃ©miscamingue, QuÃ©bec, Canada	Ubiquitous
859	Calcite	2567.0	2567.0	KrÃ¥kemÃ¥la, Oskarshamn, Kalmar County, Sweden	Ubiquitous
859	Calcite	2587.0	2615.0	Bikita Pegmatite, Bikita Area, Masvingo, Zimbabwe	Ubiquitous
859	Calcite	2594.0	2727.0	Mount Charlotte Gold Mine, Kalgoorlie-Boulder, Kalgoorlie-Boulder Shire, Western Australia, Australia	Ubiquitous
859	Calcite	2600.0	2600.0	Tongyu Mine (Tongyu I Deposit), Tongyu Gold Field, Tongguan Co., Weinan, Shaanxi, China	Ubiquitous
859	Calcite	2602.0	2632.0	Hollinger Mine, Tisdale Township, Porcupine Mining District, Timmins Area, Cochrane District, Ontario, Canada	Ubiquitous
859	Calcite	2608.0	2644.0	Corinthia Gold Mine, Southern Cross, Yilgarn Shire, Western Australia, Australia	Ubiquitous
859	Calcite	2611.0	2631.0	Chalice Gold Mine, Higginsville Goldfield, Coolgardie Shire, Western Australia, Australia	Ubiquitous
859	Calcite	2621.0	2696.0	White River Property (White River Gold Occurrence), Bomby Township, Thunder Bay District, Ontario, Canada	Ubiquitous
859	Calcite	2635.0	2639.0	Wawa Area, Algoma District, Ontario, Canada	Ubiquitous
859	Calcite	2637.0	2641.0	Quebec Lithium Corporation Mine, La Corne, Abitibi RCM, Abitibi-TÃ©miscamingue, QuÃ©bec, Canada	Ubiquitous
859	Calcite	2638.0	2652.0	Silver Leaf Pegmatite, Greer Lake, Lac-du-Bonnet Area, Manitoba, Canada	Ubiquitous
859	Calcite	2658.0	2686.0	Morro Velho Mine, Nova Lima, Minas Gerais, Brazil	Ubiquitous
859	Calcite	2661.0	2667.0	Wallaby Gold Mine (Just In Case), Mount Weld Station, Laverton Shire, Western Australia, Australia	Ubiquitous
859	Calcite	2664.0	2724.0	Lorraine Mine (Lorraine-Hinterland Mine), Latulipe-et-Gaboury, TÃ©miscamingue RCM, Abitibi-TÃ©miscamingue, QuÃ©bec, Canada	Ubiquitous
859	Calcite	2670.0	2670.0	CuiabÃ¡ Mine, SabarÃ¡, Minas Gerais, Brazil	Ubiquitous
859	Calcite	2677.3	2679.7	Golden Giant Mine, Hemlo Gold Deposit, Bomby Township, Thunder Bay District, Ontario, Canada	Ubiquitous
859	Calcite	2683.0	2858.0	Kuittila Prospect, Ilomantsi, North Karelia, Finland	Ubiquitous
859	Calcite	2690.0	2690.0	Teutonic Bore Mine, Ten Mile Outcamp, Leonora Shire, Western Australia, Australia	Ubiquitous
859	Calcite	2695.0	2721.0	Boston Creek Flow Deposit, Boston Township, Timiskaming District, Ontario, Canada	Ubiquitous
859	Calcite	2698.0	2698.0	Ansil Mine, Rouyn-Noranda TE, Abitibi-TÃ©miscamingue, QuÃ©bec, Canada	Ubiquitous
859	Calcite	2698.0	2698.0	Mobrun Mine (Bouchard-HÃ©bert Mine), Rouyn-Noranda TE, Abitibi-TÃ©miscamingue, QuÃ©bec, Canada	Ubiquitous
859	Calcite	2700.0	2700.0	Millenbach Mine, Rouyn-Noranda TE, Abitibi-TÃ©miscamingue, QuÃ©bec, Canada	Ubiquitous
859	Calcite	2700.0	2710.0	Agnew Gold Mine (Waroonga Underground Complex; Waroonga; Waroonga South; 450 South; EMU; Woronga), Agnew Goldfield (Lawlers), Leonora Shire, Western Australia, Australia	Ubiquitous
859	Calcite	2700.0	2720.0	Gold Eagle Deposit, Red Lake Gold District, Kenora District, Ontario, Canada	Ubiquitous
859	Calcite	2701.0	2709.0	Hunt Shoot, Kambalda Nickel Mines, Kambalda, Coolgardie Shire, Western Australia, Australia	Ubiquitous
859	Calcite	2701.0	2709.0	Nepean Ni Mine, Nepean, Coolgardie Shire, Western Australia, Australia	Ubiquitous
859	Calcite	2701.0	2709.0	Armstrong Ni Mine, Widgiemooltha, Coolgardie Shire, Western Australia, Australia	Ubiquitous
859	Calcite	2701.0	2709.0	Scotia Nickel Mine, Bardoc, Broad Arrow Goldfield, Kalgoorlie-Boulder Shire, Western Australia, Australia	Ubiquitous
859	Calcite	2701.0	2711.0	Black Swan Ni Mine (Silver Swan; Cygnet), Kanowna Goldfield, Kalgoorlie-Boulder Shire, Western Australia, Australia	Ubiquitous
859	Calcite	2703.0	2710.0	Redstone Mine, Eldorado Township, Timmins Area, Cochrane District, Ontario, Canada	Ubiquitous
859	Calcite	2716.0	2716.0	Kidd Mine (Kidd Creek Mine), Kidd Township, Timmins Area, Cochrane District, Ontario, Canada	Ubiquitous
859	Calcite	2720.0	2720.0	Geco Mine, Gemmell Township, Thunder Bay District, Ontario, Canada	Ubiquitous
859	Calcite	2725.0	2725.0	Mattagami Lake Mine, Matagami, Nord-du-QuÃ©bec, QuÃ©bec, Canada	Ubiquitous
859	Calcite	2726.0	2744.0	Edna May Gold Mine, Westonia, Westonia Shire, Western Australia, Australia	Ubiquitous
859	Calcite	2740.0	2740.0	South Bay Mine (Uchi-Confederation), Dent Township, Kenora District, Ontario, Canada	Ubiquitous
859	Calcite	2746.0	2764.0	Harbour Lights Gold Mine (Leonora Central), Leonora, Leonora Shire, Western Australia, Australia	Ubiquitous
859	Calcite	2756.0	2772.0	Koongaling Vein System, Gregory Ranges District, East Pilbara Shire, Western Australia, Australia	Ubiquitous
859	Calcite	2760.0	2803.0	Kivisuo Prospect, Ilomantsi, North Karelia, Finland	Ubiquitous
859	Calcite	2782.0	2969.0	Gravelotte, Murchison Range, Limpopo, South Africa	Ubiquitous
859	Calcite	2800.0	2932.0	Sherlock Bay Deposit, Roebourne, Roebourne Shire, Western Australia, Australia	Ubiquitous
859	Calcite	3050.0	3110.0	New Consort Mine, Barberton, Ehlanzeni District, Mpumalanga, South Africa	Ubiquitous
859	Calcite	3200.0	3200.0	Whim Creek Copper Mine (Whim Creek Copper Prospect; Whim Well Mine), Whim Creek, Roebourne Shire, Western Australia, Australia	Ubiquitous
859	Calcite	3200.0	3200.0	Hongtoushan Mine, Qingyuan Co., Fushun, Liaoning, China	Ubiquitous
859	Calcite	4010.0	4330.0	Ningqiang Meteorite (Ningqiang Carbonaceous Chondrite), Ningqiang Co., Hanzhong, Shaanxi, China	Ubiquitous
859	Calcite	4480.0	4620.0	Canyon Diablo Meteorite, Meteor Crater Area, Coconino Co., Arizona, USA	Ubiquitous
859	Calcite	4565.65	4567.61	Allende Meteorite (Pueblito De Allende Meteorite; Qutrixpileo Meteorite [NHM Cat.]), Pueblito De Allende, Chihuahua, Mexico	Ubiquitous
934	Cerussite	65.0	3350.0	Coppin Pool, Tom Price, Ashburton Shire, Western Australia, Australia	Ubiquitous
934	Cerussite	541.0	2500.0	Willow Creek District, San Miguel Co., New Mexico, USA	Ubiquitous
934	Cerussite	1600.0	2500.0	Coxco Deposit, Borroloola, McArthur River Area, Roper Gulf Region, Northern Territory, Australia	Ubiquitous
934	Cerussite	1600.0	2500.0	Pegmont Pb-Zn Deposit (Pegmont Mine), Selwyn District, Cloncurry Shire, Queensland, Australia	Ubiquitous
934	Cerussite	2657.0	2860.0	Kearsarge Mine (Kearsarge Group; Cliff Mine), Kearsarge Peak, Kearsarge District [1], Inyo Co., California, USA	Ubiquitous
934	Cerussite	2690.0	2690.0	Teutonic Bore Mine, Ten Mile Outcamp, Leonora Shire, Western Australia, Australia	Ubiquitous
934	Cerussite	2858.0	2926.0	Mount Sholl Mine, Karratha, Roebourne Shire, Western Australia, Australia	Ubiquitous
934	Cerussite	3040.0	3640.0	Barberton, Ehlanzeni District, Mpumalanga, South Africa	Ubiquitous
934	Cerussite	3200.0	3200.0	Whim Creek Copper Mine (Whim Creek Copper Prospect; Whim Well Mine), Whim Creek, Roebourne Shire, Western Australia, Australia	Ubiquitous
1095	Coalingite	2700.0	2710.0	Dumont Intrusion, Launay, Abitibi RCM, Abitibi-TÃ©miscamingue, QuÃ©bec, Canada	Transitional
1304	Dolomite	0.0	2500.0	Paratoo Copper Mine, Yunta, Olary Province, South Australia, Australia	Ubiquitous
1304	Dolomite	0.0	2709.0	132 North Ni Mine (Mount Edwards Mine), Widgiemooltha, Coolgardie Shire, Western Australia, Australia	Ubiquitous
1304	Dolomite	0.0	4000.0	Otway Ni Deposit, Nullagine, East Pilbara Shire, Western Australia, Australia	Ubiquitous
1304	Dolomite	0.0	4700.0	Murchison Meteorite, Murchison, City Of Greater Shepparton, Victoria, Australia	Ubiquitous
1304	Dolomite	541.0	2500.0	Jingemia Cave, Moora Shire, Western Australia, Australia	Ubiquitous
1304	Dolomite	541.0	2500.0	Yinachang Fe-Cu-REE Deposit, Wuding Co., Chuxiong, Yunnan, China	Ubiquitous
1304	Dolomite	541.0	2500.0	Outokumpu Cu-Co-Zn-Ni-Ag-Au Ore Field, North Karelia, Finland	Ubiquitous
1304	Dolomite	541.0	2500.0	PyhÃ¤salmi Mine, PyhÃ¤jÃ¤rvi, North Ostrobothnia, Finland	Ubiquitous
1304	Dolomite	541.0	2500.0	Vihanti Deposit (Lampinsaari Deposit; Isoaho Deposit), Raahe, North Ostrobothnia, Finland	Ubiquitous
1304	Dolomite	541.0	2500.0	MetsÃ¤monttu Mine, Kisko, Salo, Southwest Finland, Finland	Ubiquitous
1304	Dolomite	541.0	2500.0	Bidjovagge Gold-copper Deposit, Kautokeino, Finnmark, Norway	Ubiquitous
1304	Dolomite	541.0	2500.0	Al Masane Mine (Al Massane Mine), Mintaqah Najran, Saudi Arabia	Ubiquitous
1304	Dolomite	541.0	2500.0	Glenover Carbonatite, Thabazimbi, Waterberg District, Limpopo, South Africa	Ubiquitous
1304	Dolomite	541.0	2500.0	Boliden Mine (SkellefteÃ¥ Mine), Boliden, Skellefte Mining District, SkellefteÃ¥, VÃ¤sterbotten County, Sweden	Ubiquitous
1304	Dolomite	541.0	2500.0	RenstrÃ¶m Mine (Renstrom Mine), Boliden, Skellefte Mining District, SkellefteÃ¥, VÃ¤sterbotten County, Sweden	Ubiquitous
1304	Dolomite	541.0	2500.0	United Verde Mine (The Big Hole; Big Hole Property; Hull Mine; Hopewell Tunnel; Patented Claim 3480; Patented Claim 2812; Patented Claims 3348), Jerome, Verde District, Black Hills (Black Hill Range), Yavapai Co., Arizona, USA	Ubiquitous
1304	Dolomite	742.0	2706.0	Channar Mine, Paraburdoo, Ashburton Shire, Western Australia, Australia	Ubiquitous
1304	Dolomite	1491.0	2500.0	Dongshengmiao Mine, Urad Rear Banner (Wulate Houqi), Bayan Nur League (Bayannao'er Prefecture), Inner Mongolia, China	Ubiquitous
1304	Dolomite	1600.0	2500.0	Coxco Deposit, Borroloola, McArthur River Area, Roper Gulf Region, Northern Territory, Australia	Ubiquitous
1304	Dolomite	1600.0	2500.0	Black Angel Mine, Maarmorilik, Avannaata, Greenland, Denmark	Ubiquitous
1304	Dolomite	1600.0	2500.0	Balaria Mine, Zawar Mines, Udaipur, Udaipur District, Udaipur Division, Rajasthan, India	Ubiquitous
1304	Dolomite	1790.0	2770.0	Mount Tom Price Mine, Tom Price, Ashburton Shire, Western Australia, Australia	Ubiquitous
1304	Dolomite	1810.0	2615.0	SiilinjÃ¤rvi Mine, SiilinjÃ¤rvi, Northern Savonia, Finland	Ubiquitous
1304	Dolomite	2500.0	4000.0	Sulphur Springs Prospect, Panorama Area, Shaw River District, East Pilbara Shire, Western Australia, Australia	Ubiquitous
1304	Dolomite	2500.0	4000.0	Gossan Hill Cu-Zn Deposit, Golden Grove Mine, Yalgoo Shire, Western Australia, Australia	Ubiquitous
1304	Dolomite	2500.0	4000.0	Selbaie Mine (Detour Mine), Baie-James, Nord-du-QuÃ©bec, QuÃ©bec, Canada	Ubiquitous
1304	Dolomite	2540.0	3009.0	Tupertalik Mt., Isortoq Fjord (SÃ¸ndre Isortoq), Qeqqata, Greenland, Denmark	Ubiquitous
1304	Dolomite	2575.0	2816.0	Hemlo Gold Deposit, Bomby Township, Thunder Bay District, Ontario, Canada	Ubiquitous
1304	Dolomite	2594.0	2727.0	Mount Charlotte Gold Mine, Kalgoorlie-Boulder, Kalgoorlie-Boulder Shire, Western Australia, Australia	Ubiquitous
1304	Dolomite	2658.0	2686.0	Morro Velho Mine, Nova Lima, Minas Gerais, Brazil	Ubiquitous
1304	Dolomite	2661.0	2667.0	Wallaby Gold Mine (Just In Case), Mount Weld Station, Laverton Shire, Western Australia, Australia	Ubiquitous
1304	Dolomite	2670.0	2670.0	CuiabÃ¡ Mine, SabarÃ¡, Minas Gerais, Brazil	Ubiquitous
1304	Dolomite	2690.0	2690.0	Teutonic Bore Mine, Ten Mile Outcamp, Leonora Shire, Western Australia, Australia	Ubiquitous
1304	Dolomite	2701.0	2709.0	Armstrong Ni Mine, Widgiemooltha, Coolgardie Shire, Western Australia, Australia	Ubiquitous
1304	Dolomite	2701.0	2709.0	East Scotia Ni Prospect, Bardoc, Broad Arrow Goldfield, Kalgoorlie-Boulder Shire, Western Australia, Australia	Ubiquitous
1304	Dolomite	2701.0	2709.0	Scotia Nickel Mine, Bardoc, Broad Arrow Goldfield, Kalgoorlie-Boulder Shire, Western Australia, Australia	Ubiquitous
1304	Dolomite	2701.0	2709.0	Carnilya Hill Ni Mine, Mount Monger, Mount Monger Goldfield, Kalgoorlie-Boulder Shire, Western Australia, Australia	Ubiquitous
