id,mineral,min_age,max_age,locality_longname,rarity_group
447,Azurite,500.0,600.0,"Johanngeorgenstadt, Johanngeorgenstadt Mining District, Erzgebirge District, Saxony, Germany",Ubiquitous
447,Azurite,519.0,541.0,"Tsumeb Mine (Tsumcorp Mine), Tsumeb, Oshikoto Region, Namibia",Ubiquitous
447,Azurite,521.0,541.0,"Kamenushinskoe (Cu) Deposit, Salairsky Mine, Guryevsky Area, Kemerovo Oblast, Russia",Ubiquitous
447,Azurite,537.0,601.0,"Kombat Mine (Klein Otavi; Asis), Kombat, Grootfontein, Otjozondjupa Region, Namibia",Ubiquitous
447,Azurite,541.0,541.0,"Evans-Lou Mine, Lac Saint-Pierre (Wakefield Lake), Val-des-Monts, Les Collines-de-l'Outaouais RCM, Outaouais, QuÃ©bec, Canada",Ubiquitous
447,Azurite,541.0,1000.0,"Guanmenshan Pb-Zn Deposit, Fushun Co., Fushun, Liaoning, China",Ubiquitous
447,Azurite,541.0,1000.0,"Rosh Pinah Mine, Rosh Pinah, Oranjemund, Karas Region, Namibia",Ubiquitous
447,Azurite,550.0,550.0,"Paulding Co., Georgia, USA",Ubiquitous
447,Azurite,563.0,577.0,"Imiter Mine, Imiter District, Tinghir Province, DrÃ¢a-Tafilalet Region, Morocco",Ubiquitous
447,Azurite,570.0,570.0,"Taghar Cu Deposit, Khaki Jabar District (Khaki Jabbar District), Kabul, Afghanistan",Ubiquitous
447,Azurite,578.4,1625.4,"Red Gulch District, Fremont Co., Colorado, USA",Ubiquitous
447,Azurite,603.0,1022.0,"Khetri Mines (Ketri Mine), Jhunjhunu District, Jaipur Division, Rajasthan, India",Ubiquitous
447,Azurite,630.0,630.0,"Yudnamutana Mine, Yudnamutana District, Arkaroola Region (Arkaroola Wilderness Sanctuary; Arkaroola Station), North Flinders Ranges, Flinders Ranges, South Australia, Australia",Ubiquitous
447,Azurite,630.0,630.0,"Blinman Mines, Blinman, North Flinders Ranges, Flinders Ranges, South Australia, Australia",Ubiquitous
447,Azurite,630.0,630.0,"Kanyaka Mine, Cradock, South Flinders Ranges, Flinders Ranges, South Australia, Australia",Ubiquitous
447,Azurite,630.0,630.0,"Copper Claim (Anesbury Mine), Eurelia, South Flinders Ranges, Flinders Ranges, South Australia, Australia",Ubiquitous
447,Azurite,630.0,630.0,"Burra Burra Copper Mine (Burra Mine; Monster Mine), Burra, North Mt Lofty Ranges, Mt Lofty Ranges, South Australia, Australia",Ubiquitous
447,Azurite,650.0,650.0,"Kapunda Mine, Kapunda, North Mt Lofty Ranges, Mt Lofty Ranges, South Australia, Australia",Ubiquitous
447,Azurite,700.0,700.0,"Minas Do CamaquÃ£, CaÃ§apava Do Sul, Rio Grande Do Sul, Brazil",Ubiquitous
447,Azurite,735.0,765.0,"Kabwe Mine (Broken Hill Mine), Kabwe (Broken Hill), Kabwe, Central Province, Zambia",Ubiquitous
447,Azurite,746.4,757.4,"Skorpion Mine, Rosh Pinah, Oranjemund, Karas Region, Namibia",Ubiquitous
447,Azurite,830.0,960.0,"Shilu Mine, Changjiang Co., Hainan, China",Ubiquitous
447,Azurite,861.9,1899.0,"Harding Mine (Harding Pegmatite), Picuris District, Taos Co., New Mexico, USA",Ubiquitous
447,Azurite,900.0,900.0,"Ghanzi District, Botswana",Ubiquitous
447,Azurite,900.0,900.0,"Kimbwe Mine, Kambove District, Haut-Katanga, DR Congo",Ubiquitous
447,Azurite,900.0,900.0,"Mutoshi Mine (Ruwe Mine), Mutoshi (Ruwe), Kolwezi Mining District, Lualaba, DR Congo",Ubiquitous
447,Azurite,900.0,900.0,"Konkola Mine, Chililabombwe, Copperbelt, Zambia",Ubiquitous
447,Azurite,900.0,900.0,"Nchanga Mine, Chingola, Chingola, Copperbelt, Zambia",Ubiquitous
447,Azurite,900.0,900.0,"Fitula Mine, Chingola, Copperbelt, Zambia",Ubiquitous
447,Azurite,900.0,900.0,"Mufulira Mine, Mufulira, Mufulira, Copperbelt, Zambia",Ubiquitous
447,Azurite,900.0,900.0,"Kalengwa Mine, Kalengwa, Kasempa District, North-Western Province, Zambia",Ubiquitous
447,Azurite,962.0,1259.0,"Noble Pit (Lot #10 - Ogden Divisions; Noble Mine), Sterling Hill, Ogdensburg, Franklin Mining District, Sussex Co., New Jersey, USA",Ubiquitous
447,Azurite,964.22,1121.37,"Mayes Pasture, Llano Co., Texas, USA",Ubiquitous
447,Azurite,982.0,1257.0,"Sherrer Quarry (C.K. Williams & Co. Quarry; Williams Quarry), C.K. Williams Quarry Complex (Williams And Company Rock Quarry), Chestnut Hill (College Hill; Lafayette Hill; Mount Lafayette; Paxinosa Ridge), Easton, Northampton Co., Pennsylvania, USA",Ubiquitous
447,Azurite,1000.0,1000.0,"Perau Mine, AdrianÃ³polis, ParanÃ¡, Brazil",Ubiquitous
447,Azurite,1000.0,1898.0,"LÃ¥ngban, Filipstad, VÃ¤rmland County, Sweden",Ubiquitous
447,Azurite,1010.0,1054.0,"Wessels Mine, Hotazel, Kalahari Manganese Field, Northern Cape, South Africa",Ubiquitous
447,Azurite,1013.0,1019.0,"Klauvreidnuten Cu Mine (KlÃ¸vreidnuten Mine), Klauvreid, Tokke, Telemark, Norway",Ubiquitous
447,Azurite,1022.0,1041.0,"Langvatn Molybdenium Mines, Bykle, Aust-Agder, Norway",Ubiquitous
447,Azurite,1050.0,1110.0,"Reymert Mine (Denoon Property; Devoux Property; Asia Claim; Australia Claim; America Claim; Africa Claim; Europe Claim; Alaska Shaft; Great Pacific), Reymert Canyon, Superior Area, Mineral Mountain District, Pinal Co., Arizona, USA",Ubiquitous
447,Azurite,1080.0,1463.0,"Skuterud Mines (Skutterud Mines; Modum Cobalt Mines), Modum, Buskerud, Norway",Ubiquitous
447,Azurite,1100.0,1180.0,"Sterling Mine, Sterling Hill, Ogdensburg, Franklin Mining District, Sussex Co., New Jersey, USA",Ubiquitous
447,Azurite,1130.0,1700.0,"Bruce Mine (Bruce Deposit; Old Dick Mine), Bagdad, Eureka District, Yavapai Co., Arizona, USA",Ubiquitous
447,Azurite,1198.0,1739.0,"Aggeneys, Namakwa District (Namaqualand), Northern Cape, South Africa",Ubiquitous
447,Azurite,1210.0,1590.0,"Vergenoeg Mine, Pretoria District (Tshwane District), Gauteng, South Africa",Ubiquitous
447,Azurite,1325.0,1412.0,"Mountain Pass Mine (Mountain Pass Deposit; Mountain Pass Mine And Mill; Bastnaesite Deposit; BastnÃ¤site Deposit; Mountain Pass Carbonatite), Mountain Pass, Mountain Pass District, Clark Mts (Clark Mountain Range), San Bernardino Co., California, USA",Ubiquitous
447,Azurite,1338.0,1779.0,"Keystone Mining District - Douglas Creek Mining District, Medicine Bow Mts, Albany Co., Wyoming, USA",Ubiquitous
447,Azurite,1400.0,1400.0,"Pope-Shenon Mine (Grandview Mine; Castle Rock Group), Sal Mountain, Salmon, Eureka District, Lemhi Co., Idaho, USA",Ubiquitous
447,Azurite,1400.0,1400.0,"Wolf Creek Mine, Wolf Creek Mining District, Lewis And Clark Co., Montana, USA",Ubiquitous
447,Azurite,1500.0,1500.0,"Fengshan Mine, Yimen Cu Ore Field (Sanjiachang Cu Ore Field), Yimen Co., Yuxi, Yunnan, China",Ubiquitous
447,Azurite,1500.0,1500.0,"Shishan Cu-(Co) Deposit, Yimen Cu Ore Field (Sanjiachang Cu Ore Field), Yimen Co., Yuxi, Yunnan, China",Ubiquitous
447,Azurite,1500.0,1500.0,"Mindouli, Mindouli District, Pool Department, Republic Of Congo (Brazzaville)",Ubiquitous
447,Azurite,1500.0,1500.0,"Snowstorm Mine, Mullan, Coeur D'Alene District, Shoshone Co., Idaho, USA",Ubiquitous
447,Azurite,1500.0,1530.0,"Queen Sally Mine, Kajabbi, Cloncurry Shire, Queensland, Australia",Ubiquitous
447,Azurite,1580.0,1710.0,"Tin Mountain Mine, Fourmile, Custer District, Custer Co., South Dakota, USA",Ubiquitous
447,Azurite,1600.0,1703.0,"Kintore Opencut, Broken Hill South Mine (BHS Mine; South Mine), Broken Hill, Broken Hill District, Yancowinna Co., New South Wales, Australia",Ubiquitous
447,Azurite,1640.0,1640.0,"Binghampton Mine (Arizona Binghampton Mine; Patented Claims MS 1694; 2543; 3421; 3517 And 3613), Mayer, Agua Fria District, Bradshaw Mts (Bradshaw Range), Yavapai Co., Arizona, USA",Ubiquitous
447,Azurite,1640.0,1640.0,"Etta Mine, Keystone, Keystone District, Pennington Co., South Dakota, USA",Ubiquitous
447,Azurite,1655.0,1655.0,"Mount Isa Mines, Mount Isa, Mount Isa City Shire, Queensland, Australia",Ubiquitous
447,Azurite,1665.0,1665.0,"Sargipalli Mines, Sundargarh District (Sundergarh District), Odisha, India",Ubiquitous
447,Azurite,1690.0,1703.0,"Pinnacles Mine, Broken Hill District, Yancowinna Co., New South Wales, Australia",Ubiquitous
447,Azurite,1697.0,1703.0,"Consols Mine (ABH Consols Mine; Australian Broken Hill Consols Mine), Broken Hill, Broken Hill District, Yancowinna Co., New South Wales, Australia",Ubiquitous
