name,imayear,discovery_year,yearrruff,locality_counts,rarity_group
Alloriite,2006.0,,2006.0,1.0,Endemic
Alluaivite,,1990.0,1988.0,5.0,Transitional
Alluaudite,,1848.0,1848.0,112.0,Ubiquitous
Almandine,,,0.0,2704.0,Ubiquitous
Almarudite,2002.0,1982.0,2002.0,1.0,Endemic
Almeidaite,2013.0,,2013.0,7.0,Transitional
Alnaperbøeite-(Ce),2012.0,,2012.0,1.0,Endemic
Alpeite,,,2016.0,3.0,Generally Rare
Alpersite,2003.0,,2003.0,11.0,Transitional
Alsakharovite-Zn,2002.0,2002.0,2002.0,2.0,Generally Rare
Alstonite,,1841.0,1841.0,29.0,Transitional
Altaite,,1845.0,1845.0,608.0,Ubiquitous
Alterite,,,2018.0,1.0,Endemic
Althausite,,1971.0,1974.0,6.0,Transitional
Althupite,1986.0,1986.0,1986.0,1.0,Endemic
Altisite,,1994.0,1993.0,2.0,Generally Rare
Alum-(K),,,1951.0,113.0,Ubiquitous
Alum-(Na),,,1951.0,16.0,Transitional
Aluminite,,1807.0,1805.0,94.0,Ubiquitous
Aluminium,,1978.0,1978.0,33.0,Transitional
Alumino-oxy-rossmanite,2013.0,,2020.0,1.0,Endemic
Aluminoceladonite,1998.0,,1883.0,18.0,Transitional
Aluminocerite-(Ce),2007.0,,2007.0,8.0,Transitional
Aluminocopiapite,,1947.0,1947.0,60.0,Transitional
Aluminocoquimbite,2009.0,,2009.0,5.0,Transitional
Aluminomagnesiohulsite,2002.0,,2002.0,3.0,Generally Rare
Aluminopyracmonite,2012.0,,2012.0,4.0,Generally Rare
Aluminosilicate,,,,,
Aluminosugilite,2013.0,,2019.0,3.0,Generally Rare
Alumoåkermanite,2008.0,,2008.0,9.0,Transitional
Alumoedtollite,2013.0,,2017.0,1.0,Endemic
Alumohydrocalcite,,1926.0,1926.0,54.0,Transitional
Alumoklyuchevskite,1993.0,1993.0,1993.0,4.0,Generally Rare
Alumotantite,,1981.0,1980.0,5.0,Transitional
Alumovesuvianite,,,2016.0,2.0,Generally Rare
Alunite,,1824.0,1565.0,1150.0,Ubiquitous
Alunogen,,,1832.0,312.0,Ubiquitous
Alvanite,,1959.0,1959.0,4.0,Generally Rare
Alwilkinsite-(Y),2016.0,,2015.0,2.0,Generally Rare
Amakinite,,1962.0,1962.0,3.0,Generally Rare
Amamoorite,,,2018.0,1.0,Endemic
Amarantite,,1888.0,1888.0,29.0,Transitional
Amarillite,,1933.0,1933.0,8.0,Transitional
Amblygonite,,1817.0,1818.0,311.0,Ubiquitous
Ambrinoite,2009.0,1998.0,2009.0,1.0,Endemic
Ameghinite,1966.0,1966.0,1966.0,1.0,Endemic
Amesite,,,1876.0,88.0,Ubiquitous
Amicite,,1979.0,1979.0,6.0,Transitional
Aminoffite,,1937.0,1937.0,4.0,Generally Rare
Ammineite,2008.0,,2008.0,7.0,Transitional
Ammonioalunite,,1988.0,1986.0,15.0,Transitional
Ammonioborite,,1931.0,1933.0,1.0,Endemic
Ammoniojarosite,,1927.0,1927.0,35.0,Transitional
Ammoniolasalite,2013.0,,2018.0,1.0,Endemic
Ammonioleucite,,1986.0,1984.0,4.0,Generally Rare
Ammoniomagnesiovoltaite,2009.0,,2009.0,4.0,Generally Rare
Ammoniomathesiusite,2013.0,,2017.0,1.0,Endemic
Ammoniotinsleyite,,,2020.0,1.0,Endemic
Ammoniovoltaite,2013.0,,2017.0,1.0,Endemic
Ammoniozippeite,,,2017.0,8.0,Transitional
Amphibole Supergroup,,,,2938.0,Ubiquitous
Amstallite,,1987.0,1986.0,2.0,Generally Rare
Analcime,,,1797.0,2197.0,Ubiquitous
Anandite,,1967.0,1966.0,6.0,Transitional
Anapaite,,1902.0,1902.0,27.0,Transitional
Anastasenkoite,,,2020.0,1.0,Endemic
Anatase,,1801.0,1801.0,2523.0,Ubiquitous
Anatolyite,,,2016.0,1.0,Endemic
Ancylite-(Ce),,1897.0,1901.0,126.0,Ubiquitous
Ancylite-(La),1995.0,,1995.0,21.0,Transitional
Andalusite,,,1798.0,1503.0,Ubiquitous
Andersonite,,1948.0,1951.0,52.0,Transitional
Andorite IV,,,1893.0,11.0,Transitional
Andorite VI,,,1892.0,12.0,Transitional
Andradite,,1800.0,1868.0,1880.0,Ubiquitous
Andreadiniite,2014.0,,2014.0,1.0,Endemic
Andrémeyerite,1972.0,1972.0,1972.0,2.0,Generally Rare
Andreyivanovite,2006.0,,2006.0,3.0,Generally Rare
Andrianovite,2007.0,,2007.0,1.0,Endemic
Anduoite,1979.0,1979.0,1979.0,8.0,Transitional
Andychristyite,2015.0,,2015.0,1.0,Endemic
Andymcdonaldite,2013.0,,2019.0,2.0,Generally Rare
Andyrobertsite,1997.0,,1997.0,1.0,Endemic
Angarfite,2011.0,,2010.0,1.0,Endemic
Angastonite,2008.0,1988.0,2008.0,1.0,Endemic
Ángelaite,2010.0,,2003.0,3.0,Generally Rare
Angelellite,,1959.0,1959.0,4.0,Generally Rare
Anglesite,,1832.0,1832.0,3142.0,Ubiquitous
Anhydrite,,1804.0,1794.0,1827.0,Ubiquitous
Anhydrokainite,1913.0,,1912.0,2.0,Generally Rare
Anilite,,1969.0,1968.0,112.0,Ubiquitous
Ankerite,,1825.0,1825.0,3552.0,Ubiquitous
Ankinovichite,2002.0,,2002.0,2.0,Generally Rare
Annabergite,,1852.0,1852.0,505.0,Ubiquitous
Annite,,1868.0,1868.0,425.0,Ubiquitous
Anorpiment,2011.0,,2011.0,2.0,Generally Rare
Anorthite,,1823.0,1823.0,1347.0,Ubiquitous
Anorthoclase,,1885.0,,355.0,Ubiquitous
Anorthominasragrite,2001.0,,2001.0,2.0,Generally Rare
Ansermetite,2002.0,,2002.0,10.0,Transitional
Antarcticite,,1965.0,1965.0,13.0,Transitional
Anthoinite,,,1947.0,15.0,Transitional
Anthonyite,,1963.0,1963.0,6.0,Transitional
Anthophyllite,,1801.0,1801.0,804.0,Ubiquitous
Antigorite,,1840.0,1840.0,814.0,Ubiquitous
Antimonselite,,1993.0,1992.0,11.0,Transitional
Antimony,,,1748.0,422.0,Ubiquitous
Antipinite,2014.0,,2014.0,3.0,Generally Rare
Antlerite,,1889.0,1889.0,300.0,Ubiquitous
Antofagastaite,,2016.0,2018.0,2.0,Generally Rare
Anyuiite,,1989.0,1987.0,10.0,Transitional
Anzaite-(Ce),2013.0,,2013.0,2.0,Generally Rare
Apachite,,1980.0,1979.0,5.0,Transitional
Apatite,,,,8340.0,Ubiquitous
Apexite,2015.0,,2015.0,1.0,Endemic
Aphthitalite,,1813.0,1813.0,99.0,Ubiquitous
Apjohnite,,1847.0,1847.0,36.0,Transitional
Aplowite,,1965.0,1963.0,9.0,Transitional
Apophyllite Group,,,,786.0,Ubiquitous
Apuanite,,1979.0,1978.0,1.0,Endemic
Aqualite,2002.0,,2002.0,2.0,Generally Rare
Aradite,2014.0,,2013.0,3.0,Generally Rare
Aragonite,,1797.0,1788.0,3755.0,Ubiquitous
Arakiite,,,1998.0,6.0,Transitional
Aramayoite,,1926.0,1926.0,38.0,Transitional
Arangasite,2012.0,,2012.0,1.0,Endemic
Arapovite,2003.0,,2003.0,1.0,Endemic
Aravaipaite,1988.0,1988.0,1988.0,1.0,Endemic
Aravaite,2013.0,,2018.0,1.0,Endemic
Arcanite,,1845.0,1845.0,37.0,Transitional
Archerite,,1977.0,1975.0,7.0,Transitional
Arctite,,1981.0,1980.0,6.0,Transitional
Arcubisite,,1976.0,1973.0,7.0,Transitional
Ardaite,,1982.0,1979.0,2.0,Generally Rare
Ardealite,,1931.0,1932.0,36.0,Transitional
Ardennite-(As),,1872.0,1872.0,36.0,Transitional
Ardennite-(V),2005.0,,2005.0,16.0,Transitional
Arfvedsonite,,1823.0,1823.0,619.0,Ubiquitous
Argandite,2010.0,,2010.0,3.0,Generally Rare
Argentobaumhauerite,2015.0,,1988.0,2.0,Generally Rare
Argentodufrénoysite,,,2016.0,1.0,Endemic
Argentojarosite,,1923.0,1923.0,71.0,Ubiquitous
Argentoliveingite,,,2016.0,1.0,Endemic
Argentopearceite,2013.0,,2020.0,2.0,Generally Rare
Argentopentlandite,,1977.0,1970.0,85.0,Ubiquitous
Argentopyrite,,1868.0,1866.0,72.0,Ubiquitous
Argentotennantite-(Zn),,1986.0,1985.0,19.0,Transitional
Argentotetrahedrite-(Fe),2008.0,,2016.0,8.0,Transitional
Argentotetrahedrite-(Hg),,,2021.0,1.0,Endemic
Argentotetrahedrite-(Zn),,,2021.0,8.0,Transitional
Argesite,2011.0,,2011.0,1.0,Endemic
Argutite,,1983.0,1980.0,14.0,Transitional
Argyrodite,,1886.0,1886.0,83.0,Ubiquitous
Arhbarite,,1982.0,1981.0,4.0,Generally Rare
Ariegilatite,2013.0,,2017.0,2.0,Generally Rare
Arisite-(Ce),2009.0,,2009.0,4.0,Generally Rare
Arisite-(La),2009.0,,2009.0,1.0,Endemic
Aristarainite,1973.0,1973.0,1973.0,4.0,Generally Rare
Armalcolite,,1970.0,1970.0,47.0,Transitional
Armangite,,1920.0,1920.0,4.0,Generally Rare
Armbrusterite,2005.0,,2005.0,3.0,Generally Rare
Armellinoite-(Ce),,,2018.0,1.0,Endemic
Armenite,,1939.0,1939.0,27.0,Transitional
Armstrongite,,1973.0,1972.0,8.0,Transitional
Arrheniusite-(Ce),2013.0,,2020.0,1.0,Endemic
Arrojadite-(BaFe),1994.0,,1994.0,7.0,Transitional
Arrojadite-(BaNa),2014.0,,2014.0,3.0,Generally Rare
Arrojadite-(KFe),,1925.0,1925.0,62.0,Transitional
Arrojadite-(KNa),2005.0,,2005.0,3.0,Generally Rare
Arrojadite-(PbFe),2006.0,,2005.0,1.0,Endemic
Arrojadite-(SrFe),2005.0,,2005.0,2.0,Generally Rare
Arsenatrotitanite,,2015.0,2016.0,1.0,Endemic
Arsenbrackebuschite,,1978.0,1977.0,26.0,Transitional
Arsendescloizite,,1982.0,1979.0,29.0,Transitional
Arsenic,,,0.0,429.0,Ubiquitous
Arseniopleite,,1888.0,1888.0,10.0,Transitional
Arseniosiderite,,1842.0,1842.0,248.0,Ubiquitous
Arsenmarcobaldiite,,,2016.0,1.0,Endemic
Arsenmedaite,2013.0,,2017.0,2.0,Generally Rare
Arsenoclasite,,1931.0,1931.0,5.0,Transitional
Arsenocrandallite,,1981.0,1980.0,16.0,Transitional
Arsenoflorencite-(Ce),1985.0,1985.0,1985.0,10.0,Transitional
Arsenoflorencite-(La),2010.0,,2009.0,5.0,Transitional
Arsenogorceixite,,1991.0,1989.0,18.0,Transitional
Arsenogoyazite,,1984.0,1983.0,23.0,Transitional
Arsenohauchecornite,,1980.0,1978.0,7.0,Transitional
Arsenohopeite,2010.0,,2010.0,1.0,Endemic
Arsenolamprite,,1823.0,1886.0,28.0,Transitional
Arsenolite,,1854.0,1854.0,276.0,Ubiquitous
Arsenopalladinite,,1955.0,1955.0,36.0,Transitional
Arsenopyrite,,1847.0,1847.0,10058.0,Ubiquitous
Arsenotučekite,,,2020.0,1.0,Endemic
Arsenovanmeersscheite,2006.0,,2006.0,1.0,Endemic
Arsenowagnerite,2015.0,,2014.0,1.0,Endemic
Arsenquatrandorite,,,2012.0,1.0,Endemic
Arsentsumebite,,1935.0,1935.0,42.0,Transitional
Arsenudinaite,,,2018.0,1.0,Endemic
Arsenuranospathite,,1959.0,1978.0,17.0,Transitional
Arsenuranylite,,1958.0,1958.0,7.0,Transitional
Arsiccioite,2013.0,,2013.0,2.0,Generally Rare
Arsmirandite,2014.0,,2014.0,1.0,Endemic
Arthurite,1964.0,1954.0,1964.0,41.0,Transitional
Artinite,,1902.0,1902.0,85.0,Ubiquitous
Artroeite,1993.0,1993.0,1993.0,5.0,Transitional
Artsmithite,2002.0,,2002.0,1.0,Endemic
Arupite,,1990.0,1988.0,2.0,Generally Rare
Arzrunite,,,1899.0,2.0,Generally Rare
Asbecasite,1966.0,1963.0,1965.0,9.0,Transitional
Asbolane,,1847.0,1841.0,176.0,Ubiquitous
Aschamalmite,,1983.0,1982.0,19.0,Transitional
Ashburtonite,,1991.0,1990.0,4.0,Generally Rare
Ashcroftine-(Y),,1924.0,1933.0,3.0,Generally Rare
Ashoverite,,1988.0,1986.0,7.0,Transitional
Asimowite,,,2018.0,1.0,Endemic
Asisite,,1988.0,1987.0,2.0,Generally Rare
Åskagenite-(Nd),2009.0,,2009.0,1.0,Endemic
Aspedamite,2011.0,,2011.0,2.0,Generally Rare
Aspidolite,2004.0,,1869.0,12.0,Transitional
Asselbornite,1980.0,1980.0,1980.0,3.0,Generally Rare
Astrocyanite-(Ce),1989.0,1989.0,1989.0,1.0,Endemic
Astrophyllite,,1844.0,1848.0,236.0,Ubiquitous
Atacamite,,1801.0,1803.0,644.0,Ubiquitous
Atelestite,,1832.0,1832.0,57.0,Transitional
Atelisite-(Y),2010.0,2008.0,2010.0,1.0,Endemic
Atencioite,2004.0,,2004.0,4.0,Generally Rare
Athabascaite,,1949.0,1969.0,20.0,Transitional
Atheneite,,1974.0,1973.0,19.0,Transitional
Atlasovite,1986.0,,1986.0,2.0,Generally Rare
Atokite,,1975.0,1974.0,47.0,Transitional
Attakolite,,1868.0,1868.0,3.0,Generally Rare
Attikaite,2006.0,,2006.0,5.0,Transitional
Aubertite,,1978.0,1978.0,15.0,Transitional
Auerbakhite,2013.0,2016.0,2020.0,1.0,Endemic
Augelite,,1868.0,1868.0,93.0,Ubiquitous
Augite,,1792.0,1685.0,2689.0,Ubiquitous
Auriacusite,2009.0,1993.0,2009.0,6.0,Transitional
Aurichalcite,,1839.0,1839.0,1084.0,Ubiquitous
Auricupride,,1950.0,1950.0,33.0,Transitional
Aurihydrargyrumite,2013.0,,2017.0,1.0,Endemic
Aurivilliusite,2002.0,,2002.0,1.0,Endemic
Aurorite,,1967.0,1966.0,23.0,Transitional
Aurostibite,,1952.0,1952.0,93.0,Ubiquitous
Austinite,,1935.0,1935.0,87.0,Ubiquitous
Autunite,,1852.0,1852.0,1432.0,Ubiquitous
Avdeevite,2013.0,,2019.0,1.0,Endemic
Avdoninite,2005.0,,2005.0,6.0,Transitional
Averievite,,,1995.0,2.0,Generally Rare
Avicennite,,1958.0,1958.0,9.0,Transitional
Avogadrite,,1926.0,1926.0,5.0,Transitional
Awaruite,,1885.0,1885.0,192.0,Ubiquitous
Axelite,2013.0,,2017.0,1.0,Endemic
Axinite-(Fe),,,1801.0,296.0,Ubiquitous
Axinite-(Mg),1975.0,1975.0,1975.0,14.0,Transitional
Axinite-(Mn),,1909.0,1909.0,108.0,Ubiquitous
Azoproite,1970.0,1970.0,1970.0,4.0,Generally Rare
Azurite,,1824.0,1824.0,6110.0,Ubiquitous
Babánekite,2012.0,,2012.0,11.0,Transitional
Babefphite,1966.0,1966.0,1966.0,2.0,Generally Rare
Babingtonite,,1824.0,1824.0,178.0,Ubiquitous
Babkinite,,,1994.0,3.0,Generally Rare
Backite,2013.0,,2013.0,1.0,Endemic
Badakhshanite-(Y),,,2018.0,1.0,Endemic
Badalovite,,,2016.0,1.0,Endemic
Baddeleyite,,1892.0,1893.0,321.0,Ubiquitous
Badengzhuite,,,2019.0,1.0,Endemic
Bafertisite,,1959.0,1959.0,24.0,Transitional
Baghdadite,,,1982.0,12.0,Transitional
Bahariyaite,,,2020.0,1.0,Endemic
Bahianite,,1978.0,1974.0,3.0,Generally Rare
Baileychlore,,1988.0,1986.0,19.0,Transitional
Bainbridgeite-(YCe),2013.0,,2020.0,1.0,Endemic
Bairdite,,,2012.0,5.0,Transitional
Bakhchisaraitsevite,,,1999.0,6.0,Transitional
Baksanite,1992.0,,1992.0,6.0,Transitional
Balangeroite,,1983.0,1982.0,3.0,Generally Rare
Balestraite,2013.0,,2013.0,1.0,Endemic
Balićžunićite,2013.0,,2012.0,1.0,Endemic
Balipholite,,1975.0,1975.0,1.0,Endemic
Balkanite,,1973.0,1971.0,11.0,Transitional
Balliranoite,2009.0,,2008.0,2.0,Generally Rare
Balyakinite,,1980.0,1980.0,5.0,Transitional
Bambollaite,,1972.0,1965.0,3.0,Generally Rare
Bamfordite,1996.0,,1996.0,1.0,Endemic
Banalsite,,1944.0,1944.0,26.0,Transitional
Bandylite,,1938.0,1938.0,4.0,Generally Rare
Bannermanite,,1983.0,1980.0,5.0,Transitional
Bannisterite,1967.0,1967.0,1967.0,27.0,Transitional
Baotite,,1959.0,1960.0,33.0,Transitional
Barahonaite-(Al),2007.0,,2006.0,6.0,Transitional
Barahonaite-(Fe),2006.0,,2006.0,1.0,Endemic
Bararite,,1951.0,1951.0,11.0,Transitional
Baratovite,,1975.0,1974.0,4.0,Generally Rare
Barberiite,,1994.0,1993.0,3.0,Generally Rare
Barbosalite,,1954.0,1954.0,46.0,Transitional
Barentsite,,1983.0,1982.0,1.0,Endemic
Bariandite,1970.0,,1970.0,6.0,Transitional
Barićite,,,1975.0,6.0,Transitional
Barikaite,,,2012.0,1.0,Endemic
Bario-olgite,2005.0,,2003.0,2.0,Generally Rare
Bario-orthojoaquinite,,1982.0,1979.0,2.0,Generally Rare
Barioferrite,2009.0,,2009.0,7.0,Transitional
Barioperovskite,2007.0,,2006.0,2.0,Generally Rare
Bariopharmacoalumite,2010.0,,2010.0,12.0,Transitional
Bariopharmacosiderite,1990.0,,1966.0,188.0,Ubiquitous
Bariosincosite,,,1998.0,4.0,Generally Rare
Barlowite,2010.0,,2010.0,1.0,Endemic
Barnesite,,,1963.0,16.0,Transitional
Barquillite,,,1996.0,1.0,Endemic
Barrerite,,1974.0,1974.0,29.0,Transitional
Barringerite,,,1968.0,26.0,Transitional
Barroisite,,1922.0,1922.0,59.0,Transitional
Barrotite,,,2011.0,3.0,Generally Rare
Barrydawsonite-(Y),2014.0,,2014.0,1.0,Endemic
Barstowite,1989.0,,1989.0,12.0,Transitional
Bartelkeite,1979.0,,1979.0,1.0,Endemic
Bartonite,,1978.0,1977.0,6.0,Transitional
Barwoodite,2013.0,2005.0,2017.0,2.0,Generally Rare
Barylite,,1876.0,1876.0,39.0,Transitional
Barysilite,,1888.0,1888.0,10.0,Transitional
Baryte,,,1778.0,13187.0,Ubiquitous
Barytocalcite,,1824.0,1824.0,103.0,Ubiquitous
Barytolamprophyllite,,1965.0,1959.0,31.0,Transitional
Bassanite,,1910.0,1910.0,104.0,Ubiquitous
Bassetite,,1915.0,1915.0,64.0,Transitional
Bassoite,2011.0,,2011.0,1.0,Endemic
Bastnäsite-(Ce),,,1841.0,383.0,Ubiquitous
Bastnäsite-(La),,,1966.0,33.0,Transitional
Bastnäsite-(Nd),2011.0,,2011.0,4.0,Generally Rare
Bastnäsite-(Y),,,1970.0,12.0,Transitional
Batagayite,2013.0,,2017.0,1.0,Endemic
Batievaite-(Y),2015.0,,2015.0,1.0,Endemic
Batiferrite,,,1997.0,6.0,Transitional
Batisite,,1959.0,1960.0,12.0,Transitional
Batisivite,2006.0,,2006.0,2.0,Generally Rare
Baumhauerite,,1902.0,1902.0,19.0,Transitional
Baumhauerite II,,,1959.0,,
Baumoite,2013.0,,2017.0,1.0,Endemic
Baumstarkite,1999.0,1999.0,1999.0,10.0,Transitional
Bauranoite,,,1971.0,1.0,Endemic
Bavenite,,1901.0,1901.0,292.0,Ubiquitous
Bavsiite,2014.0,,2014.0,2.0,Generally Rare
Bayerite,,,1928.0,15.0,Transitional
Bayldonite,,1865.0,1865.0,207.0,Ubiquitous
Bayleyite,,1948.0,1951.0,43.0,Transitional
Baylissite,,1976.0,1975.0,2.0,Generally Rare
Bazhenovite,1986.0,,1986.0,11.0,Transitional
Bazirite,,1975.0,1976.0,17.0,Transitional
Bazzite,,1915.0,1915.0,56.0,Transitional
Bearsite,,1962.0,1962.0,2.0,Generally Rare
Bearthite,1986.0,1986.0,1986.0,11.0,Transitional
Beaverite-(Cu),2007.0,1911.0,1911.0,175.0,Ubiquitous
Beaverite-(Zn),2011.0,,2010.0,4.0,Generally Rare
Bechererite,1994.0,,1994.0,21.0,Transitional
Beckettite,2015.0,,2015.0,1.0,Endemic
Becquerelite,,,1922.0,110.0,Ubiquitous
Bederite,,1982.0,1998.0,3.0,Generally Rare
Béhierite,,1959.0,1961.0,10.0,Transitional
Behoite,,,1969.0,29.0,Transitional
Běhounekite,2010.0,2010.0,2010.0,1.0,Endemic
Beidellite,,1925.0,1925.0,106.0,Ubiquitous
Belakovskiite,2013.0,2013.0,2013.0,1.0,Endemic
Belendorffite,,1992.0,1989.0,4.0,Generally Rare
Belkovite,,1991.0,1989.0,5.0,Transitional
Bellbergite,,1993.0,1990.0,3.0,Generally Rare
Bellidoite,,1975.0,1970.0,10.0,Transitional
Bellingerite,,1940.0,1940.0,1.0,Endemic
Belloite,,,1998.0,8.0,Transitional
Belogubite,,,2018.0,1.0,Endemic
Belomarinaite,,,2018.0,2.0,Generally Rare
Belousovite,,2015.0,2016.0,1.0,Endemic
Belovite-(Ce),,,1954.0,19.0,Transitional
Belovite-(La),1995.0,,1995.0,4.0,Generally Rare
Belyankinite,,,1950.0,6.0,Transitional
Bementite,,1887.0,1888.0,198.0,Ubiquitous
Benauite,,,1995.0,3.0,Generally Rare
Benavidesite,,1982.0,1980.0,11.0,Transitional
Bendadaite,2007.0,,1998.0,14.0,Transitional
Benitoite,,1907.0,1907.0,27.0,Transitional
Benjaminite,,1924.0,1925.0,59.0,Transitional
Benleonardite,1985.0,1985.0,1985.0,26.0,Transitional
Bennesherite,,,2019.0,1.0,Endemic
Benstonite,,1961.0,1961.0,24.0,Transitional
Bentorite,1979.0,1975.0,1979.0,4.0,Generally Rare
Benyacarite,,1993.0,1995.0,11.0,Transitional
Beraunite,,1841.0,1841.0,189.0,Ubiquitous
Berborite,1967.0,1967.0,1967.0,14.0,Transitional
Berdesinskiite,1980.0,1980.0,1980.0,9.0,Transitional
Berezanskite,,,1996.0,1.0,Endemic
Bergenite,,1959.0,1959.0,9.0,Transitional
Bergslagite,1983.0,1975.0,1983.0,9.0,Transitional
Berlinite,,1868.0,1868.0,33.0,Transitional
Bermanite,,1936.0,1936.0,62.0,Transitional
Bernalite,,1992.0,1991.0,10.0,Transitional
Bernardite,1987.0,1987.0,1987.0,5.0,Transitional
Bernarlottiite,2013.0,,2013.0,1.0,Endemic
Berndtite,,,1966.0,14.0,Transitional
Berryite,,1952.0,1965.0,55.0,Transitional
Berthierine,,,1832.0,66.0,Transitional
Berthierite,,1827.0,1827.0,403.0,Ubiquitous
Bertossaite,1965.0,1965.0,1965.0,9.0,Transitional
Bertrandite,,1883.0,1878.0,703.0,Ubiquitous
Beryl,,,0.0,4882.0,Ubiquitous
Beryllite,1954.0,1954.0,1954.0,9.0,Transitional
Beryllonite,,1888.0,1888.0,56.0,Transitional
Berzelianite,,1832.0,1832.0,86.0,Ubiquitous
Berzeliite,,1840.0,1840.0,10.0,Transitional
Beshtauite,2012.0,,2012.0,2.0,Generally Rare
Betafite (of Hogarth 1977),2010.0,1912.0,,160.0,Ubiquitous
Betalomonosovite,2015.0,1938.0,1950.0,7.0,Transitional
Betekhtinite,,1955.0,1955.0,61.0,Transitional
Betpakdalite-CaCa,2010.0,1961.0,1961.0,17.0,Transitional
Betpakdalite-CaMg,2011.0,,2011.0,4.0,Generally Rare
Betpakdalite-FeFe,2013.0,,2017.0,1.0,Endemic
Betpakdalite-NaCa,2010.0,,1971.0,3.0,Generally Rare
Betpakdalite-NaNa,2011.0,1940.0,2011.0,1.0,Endemic
Bettertonite,2014.0,,2014.0,1.0,Endemic
Beudantite,,1826.0,1826.0,515.0,Ubiquitous
Beusite,1968.0,1968.0,1968.0,43.0,Transitional
Beusite-(Ca),,,2017.0,2.0,Generally Rare
Beyerite,,1943.0,1943.0,113.0,Ubiquitous
Bezsmertnovite,,1979.0,1979.0,6.0,Transitional
Biachellaite,2007.0,,2007.0,1.0,Endemic
Biagioniite,,,2020.0,1.0,Endemic
Bianchiniite,,,2019.0,1.0,Endemic
Bianchite,,1930.0,1930.0,45.0,Transitional
Bicapite,,,2018.0,1.0,Endemic
Bicchulite,,1973.0,1973.0,7.0,Transitional
Bideauxite,1969.0,,1969.0,2.0,Generally Rare
Bieberite,,1845.0,1845.0,61.0,Transitional
Biehlite,1999.0,,1999.0,1.0,Endemic
Bigcreekite,1999.0,1980.0,1999.0,3.0,Generally Rare
Bijvoetite-(Y),1981.0,,1981.0,4.0,Generally Rare
Bikitaite,,1957.0,1957.0,4.0,Generally Rare
Bilibinskite,,1978.0,1977.0,12.0,Transitional
Bílinite,,1913.0,1913.0,19.0,Transitional
Billietite,,,1947.0,44.0,Transitional
Billingsleyite,,1968.0,1967.0,13.0,Transitional
Billwiseite,2010.0,,2010.0,2.0,Generally Rare
Bimbowrieite,2013.0,,2020.0,1.0,Endemic
Bindheimite,,1800.0,1800.0,499.0,Ubiquitous
Biotite,1999.0,,,10951.0,Ubiquitous
Biphosphammite,,1870.0,1870.0,13.0,Transitional
Biraite-(Ce),2003.0,,2003.0,3.0,Generally Rare
Biraite-(La),,,2020.0,1.0,Endemic
Birchite,2006.0,,2006.0,2.0,Generally Rare
Biringuccite,,1961.0,1961.0,1.0,Endemic
Birnessite,,1956.0,1956.0,221.0,Ubiquitous
Birunite,,,1957.0,4.0,Generally Rare
Bischofite,,1877.0,1877.0,50.0,Transitional
Bismite,,1868.0,1868.0,245.0,Ubiquitous
Bismoclite,,1935.0,1935.0,89.0,Ubiquitous
Bismuth,,1546.0,1530.0,2236.0,Ubiquitous
Bismuthinite,,1832.0,1832.0,2232.0,Ubiquitous
Bismutite,,1841.0,1841.0,837.0,Ubiquitous
Bismutocolumbite,,,1991.0,4.0,Generally Rare
Bismutoferrite,,1871.0,1871.0,58.0,Transitional
Bismutohauchecornite,,1978.0,1978.0,8.0,Transitional
Bismutostibiconite,2010.0,,1981.0,8.0,Transitional
Bismutotantalite,,1929.0,1929.0,26.0,Transitional
Bitikleite,2009.0,,2009.0,1.0,Endemic
Bityite,,1908.0,1908.0,35.0,Transitional
Bixbyite,,1897.0,1897.0,137.0,Ubiquitous
Bjarebyite,,1973.0,1972.0,7.0,Transitional
Blakeite,1944.0,,1944.0,4.0,Generally Rare
Blatonite,1997.0,,1997.0,6.0,Transitional
Blatterite,1984.0,1984.0,1984.0,4.0,Generally Rare
Bleasdaleite,1998.0,,1998.0,1.0,Endemic
Blixite,,,1958.0,11.0,Transitional
Blödite,,,1821.0,149.0,Ubiquitous
Blossite,,,1986.0,2.0,Generally Rare
Bluebellite,2013.0,,2013.0,1.0,Endemic
Bluelizardite,2013.0,,2013.0,2.0,Generally Rare
Bluestreakite,2014.0,,2014.0,1.0,Endemic
Bobcookite,2014.0,,2014.0,6.0,Transitional
Bobfergusonite,1984.0,1984.0,1984.0,3.0,Generally Rare
Bobfinchite,,,2021.0,1.0,Endemic
Bobierrite,,1868.0,1868.0,21.0,Transitional
Bobjonesite,2000.0,2000.0,2000.0,4.0,Generally Rare
Bobkingite,2000.0,2000.0,2000.0,3.0,Generally Rare
Bobmeyerite,2012.0,,2012.0,1.0,Endemic
Bobshannonite,2014.0,,2014.0,1.0,Endemic
Bobtraillite,2001.0,,2001.0,1.0,Endemic
Bodieite,,2011.0,2018.0,6.0,Transitional
Bogdanovite,1978.0,1978.0,1978.0,13.0,Transitional
Boggsite,,1990.0,1989.0,2.0,Generally Rare
Bohdanowiczite,,1967.0,1967.0,56.0,Transitional
Böhmite,,,1927.0,228.0,Ubiquitous
Bohseite,2015.0,,2010.0,9.0,Transitional
Bohuslavite,,,2019.0,3.0,Generally Rare
Bojarite,2013.0,,2020.0,1.0,Endemic
Bokite,,,1963.0,10.0,Transitional
Boleite,,1891.0,1891.0,84.0,Ubiquitous
Bolivarite,,1921.0,1921.0,5.0,Transitional
Boltwoodite,,1956.0,1956.0,82.0,Ubiquitous
