mineral,max_age,counts
Azurite,165.8,1
Calcite,165.8,1
Dolomite,165.8,1
Malachite,166.0,1
Calcite,166.0,3
Dolomite,167.0,1
Siderite,167.0,1
Malachite,167.0,1
Aragonite,167.0,1
Ankerite,167.0,1
Calcite,167.0,1
Calcite,168.0,1
Aragonite,168.0,2
Cerussite,168.0,1
Malachite,169.0,2
Azurite,169.0,1
Calcite,169.0,1
Dolomite,169.0,1
Siderite,170.0,3
Calcite,170.0,9
Malachite,170.0,6
Azurite,170.0,6
Calcite,171.0,1
Aragonite,171.6,1
Ankerite,172.0,1
Ankerite,172.8,1
Calcite,172.8,1
Siderite,173.0,1
Azurite,173.0,1
Cerussite,173.0,1
Calcite,173.0,1
Malachite,173.0,1
Ankerite,173.0,2
Ankerite,173.8,1
Dolomite,173.8,1
Azurite,173.8,2
Calcite,173.8,1
Siderite,173.8,1
Aragonite,173.8,2
Malachite,173.8,2
Cerussite,174.0,2
Calcite,174.0,3
Ankerite,174.0,1
Aragonite,174.0,2
Siderite,174.0,2
Smithsonite,174.0,2
Malachite,174.0,3
Dolomite,174.0,3
Azurite,174.0,3
Cerussite,174.9,1
Calcite,174.9,1
Calcite,175.0,1
Dolomite,175.0,1
Ankerite,177.4,1
Siderite,177.4,1
Aragonite,179.0,1
Calcite,179.0,1
Malachite,179.0,1
Azurite,179.0,1
Aragonite,180.0,1
Azurite,180.0,1
Dolomite,180.0,1
Calcite,180.0,1
Malachite,180.0,2
Cerussite,180.0,2
Cerussite,181.0,1
Calcite,181.0,1
Ankerite,183.0,1
Dolomite,183.0,1
Calcite,183.0,1
Azurite,184.0,1
Malachite,184.0,1
Siderite,186.0,1
Calcite,187.7,1
Azurite,188.0,1
Malachite,188.0,2
Calcite,188.0,2
Siderite,188.0,1
Siderite,188.1,1
Cerussite,188.1,1
Azurite,188.1,1
Calcite,188.1,1
Rhodochrosite,188.1,1
Smithsonite,188.1,1
Malachite,188.1,1
Ankerite,188.1,1
Dolomite,188.1,1
Aragonite,188.1,1
Aragonite,189.0,1
Azurite,189.0,1
Smithsonite,189.0,1
Malachite,189.0,1
Cerussite,189.0,1
Calcite,189.0,1
Dolomite,189.0,1
Dolomite,190.0,1
Calcite,190.0,2
Calcite,191.0,1
Dolomite,191.0,1
Calcite,191.2,1
Dolomite,191.2,1
Malachite,191.2,1
Calcite,194.0,1
Azurite,194.0,1
Siderite,195.0,2
Calcite,195.0,2
Dolomite,196.0,1
Siderite,196.0,1
Calcite,196.0,2
Siderite,198.0,1
Calcite,198.0,1
Cerussite,200.0,1
Azurite,200.0,3
Malachite,200.0,4
Siderite,200.0,2
Calcite,200.0,4
Dolomite,200.0,2
Malachite,200.2,1
Calcite,200.2,1
Azurite,200.2,1
Calcite,200.7,1
Malachite,200.7,1
Azurite,200.7,1
Calcite,201.0,25
Rhodochrosite,201.0,3
Malachite,201.0,14
Smithsonite,201.0,1
Aragonite,201.0,2
Siderite,201.0,6
Ankerite,201.0,3
Cerussite,201.0,3
Azurite,201.0,9
Dolomite,201.0,11
Dolomite,201.6,1
Azurite,201.6,3
Malachite,201.6,5
Calcite,201.6,2
Calcite,202.0,1
Azurite,202.0,2
Malachite,202.0,2
Siderite,203.0,1
Malachite,204.9,1
Azurite,204.9,1
Calcite,205.0,1
Azurite,205.0,1
Malachite,205.0,1
Malachite,206.0,2
Calcite,206.0,4
Azurite,206.0,2
Siderite,206.0,1
Ankerite,206.0,1
Malachite,206.3,1
Azurite,207.0,1
Smithsonite,207.0,1
Calcite,207.0,1
Cerussite,207.0,2
Malachite,207.0,2
Calcite,208.0,2
Calcite,210.0,1
Siderite,210.0,1
Malachite,210.0,1
Azurite,210.0,1
Ankerite,210.0,1
Siderite,211.0,1
Malachite,212.0,1
Calcite,212.0,3
Cerussite,212.0,1
Azurite,212.0,1
Calcite,213.0,1
Dolomite,213.0,1
Siderite,213.0,1
Malachite,213.0,1
Ankerite,213.0,1
Azurite,213.0,1
Siderite,214.0,1
Dolomite,214.0,1
Ankerite,214.0,1
Calcite,214.0,1
Calcite,214.1,1
Malachite,216.8,1
Calcite,216.8,1
Dolomite,217.0,1
Smithsonite,217.0,1
Malachite,217.0,1
Calcite,217.0,1
Azurite,217.0,1
Siderite,217.0,1
Calcite,218.2,1
Dolomite,220.0,1
Cerussite,220.0,2
Azurite,220.0,6
Malachite,220.0,11
Calcite,220.0,3
Malachite,222.0,1
Calcite,223.0,1
Azurite,223.0,1
Malachite,223.0,1
Malachite,225.0,3
Calcite,225.0,3
Dolomite,225.0,1
Siderite,225.0,1
Azurite,225.0,3
Malachite,229.9,1
Calcite,231.0,1
Smithsonite,232.0,1
Calcite,232.0,2
Azurite,232.0,1
Siderite,232.0,1
Malachite,232.0,1
Ankerite,232.0,1
Cerussite,232.0,1
Dolomite,232.0,2
Aragonite,232.0,1
Dolomite,232.5,1
Calcite,232.5,1
Malachite,233.0,1
Calcite,233.0,2
Rhodochrosite,234.8,1
Siderite,234.8,1
Cerussite,234.9,1
Calcite,234.9,1
Dolomite,234.9,1
Smithsonite,234.9,1
Malachite,235.0,2
Cerussite,237.0,3
Azurite,237.0,3
Ankerite,237.0,1
Siderite,237.0,2
Calcite,237.0,4
Smithsonite,237.0,5
Dolomite,237.0,3
Aragonite,237.0,2
Malachite,237.0,2
Calcite,237.57,1
Malachite,238.0,1
Smithsonite,238.0,1
Calcite,238.0,6
Azurite,238.0,2
Siderite,238.0,1
Dolomite,238.0,3
Ankerite,238.0,1
Azurite,239.0,2
Dolomite,239.0,2
Smithsonite,239.0,2
Malachite,239.0,1
Ankerite,239.0,1
Cerussite,239.0,2
Calcite,239.0,1
Calcite,240.0,1
Dolomite,240.0,1
Cerussite,241.0,1
Calcite,241.0,1
Calcite,241.2,1
Malachite,241.2,2
Azurite,241.2,1
Ankerite,241.6,1
Malachite,241.6,1
Siderite,241.6,1
Calcite,241.6,1
Smithsonite,244.0,1
Malachite,244.0,1
Cerussite,244.0,1
Dolomite,244.0,1
Calcite,244.0,2
Calcite,244.5,1
Malachite,244.5,1
Smithsonite,245.0,1
Cerussite,245.0,2
Aragonite,245.0,1
Siderite,245.0,2
Dolomite,245.0,3
Calcite,245.0,4
Malachite,245.0,4
Azurite,245.0,3
Siderite,246.0,1
Rhodochrosite,246.9,1
Calcite,246.9,1
Ankerite,246.9,1
Rhodochrosite,247.0,1
Malachite,247.0,1
Calcite,247.0,3
Dolomite,247.0,3
Smithsonite,247.0,2
Siderite,247.0,1
Cerussite,247.0,2
Malachite,248.0,2
Calcite,248.0,2
Siderite,248.0,1
Azurite,248.0,1
Aragonite,249.0,1
Malachite,249.0,1
Dolomite,249.0,1
Cerussite,249.0,1
Calcite,249.0,2
Azurite,249.0,1
Calcite,250.0,8
Malachite,250.0,2
Ankerite,250.0,2
Smithsonite,250.0,1
Siderite,250.0,1
Cerussite,250.0,1
Azurite,250.0,2
Ankerite,251.0,1
Calcite,251.0,3
Azurite,251.0,2
Dolomite,251.0,2
Siderite,251.0,2
Malachite,251.0,3
Smithsonite,251.0,2
Aragonite,251.0,1
Azurite,252.0,8
Aragonite,252.0,3
Siderite,252.0,4
Cerussite,252.0,3
Smithsonite,252.0,2
Calcite,252.0,13
Rhodochrosite,252.0,2
Ankerite,252.0,2
Dolomite,252.0,6
Malachite,252.0,10
Calcite,253.01,1
Cerussite,253.01,1
Siderite,254.0,1
Dolomite,259.1,1
Ankerite,259.1,1
Siderite,259.1,1
Calcite,259.1,1
Aragonite,259.1,1
Dolomite,260.0,9
Siderite,260.0,2
Cerussite,260.0,6
Calcite,260.0,15
Azurite,260.0,17
Aragonite,260.0,4
Ankerite,260.0,4
Malachite,260.0,19
Smithsonite,260.0,3
Rhodochrosite,260.0,1
Calcite,262.0,1
Malachite,263.0,1
Azurite,263.0,1
Calcite,263.0,1
Rhodochrosite,265.0,1
Siderite,265.0,1
Calcite,265.0,1
Cerussite,265.0,1
Ankerite,265.0,1
Malachite,265.0,1
Azurite,265.0,1
Calcite,267.3,1
Ankerite,267.3,1
Dolomite,267.3,1
Cerussite,269.0,1
Calcite,269.0,1
Siderite,269.0,1
Dolomite,270.0,2
Azurite,270.0,1
Cerussite,270.0,3
Siderite,270.0,1
Smithsonite,270.0,1
Calcite,270.0,5
Malachite,270.0,3
Aragonite,270.0,2
Dolomite,272.0,1
Calcite,272.0,1
Cerussite,272.0,1
Malachite,272.0,1
Azurite,272.0,1
Ankerite,272.0,1
Smithsonite,272.0,1
Aragonite,272.1,1
Malachite,272.1,1
Cerussite,272.1,1
Calcite,272.1,1
Azurite,273.4,2
Aragonite,273.4,2
Dolomite,273.4,2
Calcite,273.4,1
Malachite,273.4,2
Calcite,274.0,2
Smithsonite,274.0,1
Malachite,274.0,1
Dolomite,274.0,2
Calcite,278.0,1
Dolomite,278.0,1
Ankerite,278.0,2
Azurite,278.67,1
Malachite,278.67,1
Calcite,278.67,1
Azurite,278.7,1
Malachite,278.7,1
Aragonite,280.0,2
Calcite,280.0,3
Ankerite,280.0,1
Malachite,280.0,1
Calcite,281.0,2
Malachite,281.0,1
Siderite,281.0,1
Ankerite,282.0,1
Dolomite,282.0,1
Calcite,282.0,1
Malachite,282.0,1
Aragonite,282.0,1
Cerussite,285.0,1
Malachite,285.0,1
Siderite,285.0,1
Calcite,285.0,2
Calcite,285.2,1
Dolomite,285.2,1
Siderite,285.2,1
Calcite,286.0,2
Malachite,286.0,1
Azurite,286.7,1
Malachite,286.7,1
Calcite,286.7,1
Dolomite,286.7,1
Azurite,287.0,1
Cerussite,287.0,1
Dolomite,287.0,1
Aragonite,287.0,1
Siderite,287.0,1
Calcite,287.0,1
Malachite,287.0,1
Siderite,287.53,1
Malachite,288.0,2
Calcite,288.0,1
Calcite,288.3,1
Calcite,288.5,1
Siderite,288.5,1
Malachite,289.0,1
Dolomite,289.2,1
Rhodochrosite,289.2,1
Malachite,289.2,1
Calcite,289.2,1
Siderite,289.2,1
Siderite,289.3,1
Calcite,289.3,1
Dolomite,289.3,1
Malachite,289.3,1
Calcite,290.0,2
Malachite,290.0,2
Aragonite,290.0,1
Smithsonite,290.0,1
Dolomite,290.0,2
Azurite,290.0,1
Siderite,290.0,1
Cerussite,290.0,1
Calcite,291.0,1
Azurite,291.0,1
Malachite,291.0,1
Dolomite,292.1,1
Calcite,292.1,1
Ankerite,292.1,1
Rhodochrosite,293.0,1
Calcite,293.0,2
Siderite,293.0,2
Aragonite,294.0,1
Rhodochrosite,294.0,1
Calcite,294.0,5
Ankerite,294.0,1
Malachite,295.0,1
Calcite,295.0,1
Azurite,295.0,1
Siderite,295.0,1
Aragonite,295.0,1
Siderite,297.1,1
Azurite,297.1,1
Malachite,297.1,1
Dolomite,297.1,1
Ankerite,297.1,1
Calcite,297.1,1
Calcite,297.97,1
Cerussite,297.97,1
Ankerite,297.97,1
Malachite,297.97,1
Calcite,298.0,2
Dolomite,298.0,1
Siderite,298.0,3
Ankerite,298.0,1
Malachite,298.0,1
Cerussite,298.9,1
Malachite,298.9,1
Ankerite,298.9,1
Calcite,298.9,1
Smithsonite,299.0,2
Azurite,299.0,4
Malachite,299.0,4
Siderite,299.0,2
Cerussite,299.0,3
Calcite,299.0,5
Dolomite,299.0,3
Siderite,300.0,1
Dolomite,300.0,3
Calcite,300.0,9
Smithsonite,300.0,1
Cerussite,300.0,3
Azurite,300.0,6
Malachite,300.0,6
Ankerite,301.0,1
Cerussite,301.0,1
Smithsonite,301.0,1
Dolomite,301.0,2
Rhodochrosite,301.0,1
Calcite,301.0,2
Siderite,301.0,1
Calcite,302.0,1
Malachite,303.0,1
Azurite,303.0,1
Calcite,303.1,1
Rhodochrosite,303.1,1
Siderite,304.0,1
Dolomite,305.0,1
Calcite,305.0,3
Calcite,305.6,1
Dolomite,306.0,1
Calcite,306.0,1
Siderite,306.0,1
Siderite,306.6,1
Rhodochrosite,306.6,1
Malachite,307.0,1
Calcite,308.0,1
Siderite,308.0,1
Rhodochrosite,308.0,1
Ankerite,309.0,1
Malachite,309.0,1
Calcite,309.0,2
Azurite,309.0,1
Rhodochrosite,309.0,1
Calcite,309.24,1
Cerussite,310.0,1
Azurite,310.0,2
Dolomite,310.0,1
Malachite,310.0,3
Calcite,310.0,2
Calcite,311.0,1
Rhodochrosite,311.0,1
Siderite,311.0,1
Malachite,311.0,1
Calcite,311.2,1
Dolomite,311.2,1
Calcite,312.1,1
Malachite,312.1,1
Malachite,313.0,1
Ankerite,313.6,1
Malachite,313.7,1
Dolomite,315.0,2
Aragonite,315.0,1
Calcite,315.0,2
Siderite,316.0,1
Smithsonite,316.0,1
Cerussite,316.0,1
Malachite,316.0,1
Calcite,316.0,1
Azurite,318.0,4
Malachite,318.0,5
Azurite,320.0,3
Malachite,320.0,4
Siderite,320.0,1
Calcite,320.0,2
Dolomite,320.0,2
Smithsonite,323.0,2
Ankerite,323.0,1
Azurite,323.0,1
Malachite,323.0,1
Cerussite,323.0,2
Dolomite,323.0,1
Siderite,323.0,2
Calcite,323.0,4
Siderite,323.2,1
Aragonite,323.2,1
Malachite,323.2,1
Calcite,323.2,1
Dolomite,323.2,1
Azurite,324.0,1
Dolomite,326.0,1
Cerussite,326.0,1
Azurite,326.0,2
Malachite,326.0,2
Siderite,326.0,1
Smithsonite,326.0,1
Rhodochrosite,326.0,1
Calcite,326.0,1
Dolomite,326.4,3
Cerussite,326.4,2
Ankerite,326.4,2
Siderite,326.4,2
Malachite,326.4,3
Aragonite,326.4,1
Calcite,326.4,3
Azurite,326.4,2
Dolomite,327.0,1
Ankerite,327.0,1
Cerussite,327.0,1
Calcite,327.0,1
Siderite,327.0,2
Malachite,327.0,1
Dolomite,329.0,1
Malachite,329.0,1
Calcite,329.0,1
Rhodochrosite,330.0,1
Azurite,330.0,2
Calcite,330.0,4
Malachite,330.0,1
Cerussite,330.0,1
Siderite,330.0,1
Dolomite,330.0,3
Azurite,331.0,3
Ankerite,331.0,2
Cerussite,331.0,1
Siderite,331.0,2
Calcite,331.0,3
Malachite,331.0,2
Dolomite,331.0,3
Malachite,335.0,1
Azurite,335.0,1
Malachite,336.0,1
Dolomite,336.0,1
Aragonite,336.0,1
Calcite,336.0,1
Siderite,336.0,1
Azurite,336.0,1
Malachite,336.1,1
Cerussite,336.1,1
Calcite,339.0,1
Dolomite,339.0,1
Dolomite,339.2,1
Siderite,339.2,1
Ankerite,339.8,1
Calcite,339.8,1
Dolomite,339.8,1
Siderite,340.0,1
Smithsonite,340.0,1
Malachite,340.0,3
Calcite,340.0,3
Dolomite,340.0,2
Ankerite,340.0,1
Azurite,340.0,4
Cerussite,340.0,2
Calcite,343.0,1
Calcite,343.8,1
Calcite,345.0,1
Dolomite,345.0,1
Azurite,345.0,1
Malachite,345.0,1
Aragonite,346.7,1
Calcite,346.7,1
Calcite,347.0,1
Ankerite,348.3,1
Malachite,348.3,1
Calcite,348.3,1
Calcite,348.5,2
Dolomite,348.5,1
Siderite,349.0,1
Malachite,349.0,1
Dolomite,349.0,1
Calcite,349.0,1
Malachite,349.6,1
Azurite,349.6,1
Calcite,350.0,7
Malachite,350.0,1
Ankerite,350.0,1
Dolomite,350.0,4
Azurite,350.0,1
Rhodochrosite,350.7,1
Cerussite,350.7,1
Dolomite,350.7,1
Calcite,350.7,1
Siderite,350.7,1
Azurite,350.7,1
Malachite,350.7,1
Siderite,351.0,1
Rhodochrosite,351.0,1
Calcite,351.0,1
Malachite,351.0,1
Siderite,352.0,1
Aragonite,352.0,1
Dolomite,352.0,2
Calcite,352.0,3
Malachite,352.0,1
Calcite,353.5,1
Aragonite,354.0,1
Malachite,354.0,2
Dolomite,354.0,2
Calcite,354.0,1
Azurite,354.0,2
Siderite,354.7,1
Calcite,354.7,1
Cerussite,354.7,1
Siderite,356.0,1
Malachite,356.0,1
Aragonite,356.0,1
Calcite,356.0,1
Cerussite,356.0,1
Azurite,356.0,1
Ankerite,356.0,1
Dolomite,356.0,1
Siderite,358.0,1
Dolomite,358.0,1
Calcite,358.0,1
Cerussite,358.0,1
Dolomite,358.9,16
Smithsonite,358.9,5
Ankerite,358.9,4
Cerussite,358.9,24
Rhodochrosite,358.9,1
Azurite,358.9,17
Aragonite,358.9,12
Calcite,358.9,15
Siderite,358.9,17
Malachite,358.9,28
Smithsonite,359.0,4
Ankerite,359.0,4
Rhodochrosite,359.0,1
Azurite,359.0,4
Malachite,359.0,8
Calcite,359.0,18
Cerussite,359.0,5
Aragonite,359.0,2
Dolomite,359.0,14
Siderite,359.0,8
Siderite,360.0,3
Aragonite,360.0,3
Rhodochrosite,360.0,2
Azurite,360.0,1
Malachite,360.0,2
Calcite,360.0,5
Dolomite,360.0,1
Siderite,361.0,2
Rhodochrosite,361.0,1
Calcite,361.0,1
Dolomite,361.0,1
Ankerite,361.0,1
Malachite,362.0,2
Cerussite,362.0,2
Dolomite,362.0,1
Azurite,362.0,2
Malachite,363.1,1
Calcite,363.1,1
Ankerite,363.1,1
Dolomite,363.1,1
Aragonite,363.1,1
Siderite,363.1,1
Siderite,363.7,1
Ankerite,364.0,1
Calcite,364.0,1
Dolomite,364.0,1
Siderite,364.0,1
Siderite,364.15,1
Calcite,365.0,2
Dolomite,365.0,2
Cerussite,365.0,1
Siderite,365.0,1
Aragonite,365.0,1
Calcite,365.5,1
Dolomite,366.0,1
Calcite,366.0,1
Ankerite,367.0,1
Siderite,367.0,1
Calcite,367.0,1
Dolomite,367.0,1
Malachite,367.0,1
Cerussite,367.0,1
Azurite,368.14,1
Malachite,369.0,2
Azurite,369.0,1
Calcite,369.0,3
Cerussite,369.0,1
Rhodochrosite,369.0,1
Siderite,370.0,1
Cerussite,370.0,3
Calcite,370.0,3
Ankerite,370.0,2
Malachite,370.0,1
Dolomite,370.0,2
Azurite,370.0,1
Dolomite,371.0,1
Calcite,371.0,1
Malachite,371.0,1
Azurite,371.2,1
Siderite,371.2,1
Calcite,371.2,1
Malachite,371.2,1
Aragonite,372.0,1
Cerussite,372.0,7
Calcite,372.0,4
Rhodochrosite,372.0,1
Siderite,372.0,3
Malachite,372.0,4
Ankerite,372.0,6
Dolomite,372.0,5
Azurite,372.0,4
Smithsonite,372.0,3
Malachite,373.0,2
Aragonite,373.0,1
Ankerite,373.0,1
Azurite,373.0,1
Siderite,373.0,1
Calcite,373.0,1
Siderite,374.0,1
Dolomite,374.0,2
Calcite,374.0,2
Ankerite,374.0,2
Calcite,374.2,1
Malachite,375.0,1
Calcite,375.0,2
Cerussite,375.0,2
Aragonite,375.0,1
Siderite,375.0,1
Smithsonite,375.0,1
Ankerite,378.0,1
Siderite,379.0,1
Dolomite,379.0,1
Malachite,379.0,1
Calcite,379.0,3
Azurite,379.0,1
Rhodochrosite,379.0,1
Ankerite,379.0,1
Calcite,380.0,1
Dolomite,380.0,1
Cerussite,380.0,1
Dolomite,381.5,1
Calcite,381.5,1
Calcite,382.0,1
Dolomite,382.0,1
Siderite,382.0,1
Rhodochrosite,382.0,1
Dolomite,383.0,6
Smithsonite,383.0,1
Siderite,383.0,2
Calcite,383.0,7
Rhodochrosite,383.0,2
Aragonite,383.0,1
Azurite,383.0,1
Malachite,383.0,2
Cerussite,383.0,2
Siderite,383.26,1
Calcite,385.0,2
Azurite,385.0,1
Dolomite,385.0,2
Malachite,385.0,2
Azurite,387.0,1
Smithsonite,387.0,1
Ankerite,387.0,1
Dolomite,387.0,1
Cerussite,387.0,1
Siderite,387.0,1
Malachite,387.0,1
Aragonite,387.0,1
Calcite,387.0,1
Rhodochrosite,387.0,1
Dolomite,387.5,1
Calcite,387.5,1
Ankerite,388.0,1
Rhodochrosite,388.0,1
Calcite,388.0,3
Malachite,390.0,4
Calcite,390.0,9
Azurite,390.0,2
Dolomite,390.0,1
Cerussite,390.0,2
Azurite,391.0,1
Aragonite,391.0,1
Malachite,391.0,1
Calcite,391.0,1
Ankerite,391.0,1
Dolomite,391.0,1
Cerussite,391.0,1
Smithsonite,391.0,1
Ankerite,392.0,2
Calcite,392.0,1
Siderite,392.0,2
Dolomite,393.0,15
Calcite,393.0,19
Ankerite,393.0,10
Siderite,393.0,7
Cerussite,393.0,9
Smithsonite,393.0,7
Azurite,393.0,4
Aragonite,393.0,2
Malachite,393.0,5
Calcite,394.0,1
Ankerite,394.0,1
Malachite,394.0,1
Calcite,395.0,1
Dolomite,395.0,1
Cerussite,395.0,2
Siderite,395.0,1
Malachite,395.0,1
Azurite,395.0,1
Dolomite,396.0,1
Malachite,397.0,1
Cerussite,397.0,1
Calcite,397.0,1
Azurite,398.0,1
Malachite,398.0,1
Siderite,398.0,1
Aragonite,399.0,1
Rhodochrosite,399.0,1
Calcite,399.0,1
Malachite,399.0,1
Siderite,399.0,1
Dolomite,399.0,1
Azurite,400.0,1
Malachite,400.0,1
Calcite,400.0,2
Ankerite,401.0,1
Calcite,401.0,1
Dolomite,401.0,1
Siderite,402.0,1
Dolomite,402.0,1
Ankerite,402.0,1
Azurite,402.0,1
Calcite,402.0,2
Rhodochrosite,402.0,1
Malachite,402.0,1
Malachite,407.0,1
Siderite,407.0,1
Calcite,407.0,2
Cerussite,408.0,1
Malachite,408.0,3
Dolomite,408.0,1
Smithsonite,408.0,1
Azurite,408.0,2
Calcite,408.0,3
Calcite,410.0,1
Siderite,410.0,1
Dolomite,410.0,1
Azurite,411.0,1
Malachite,411.0,1
Aragonite,412.0,1
Calcite,412.0,1
Ankerite,412.0,1
Dolomite,412.0,1
Aragonite,413.6,1
Calcite,414.0,1
Dolomite,415.0,1
Calcite,415.0,1
Siderite,416.0,1
Dolomite,416.0,3
Aragonite,416.0,1
Calcite,416.0,3
Malachite,416.0,1
Aragonite,418.0,1
Dolomite,418.0,1
Ankerite,419.0,1
Calcite,419.0,8
Siderite,419.0,3
Rhodochrosite,419.0,1
Dolomite,419.0,6
Cerussite,419.0,4
Smithsonite,419.0,4
Malachite,419.0,1
Malachite,419.2,1
Cerussite,419.2,7
Rhodochrosite,419.2,1
Dolomite,419.2,2
Ankerite,419.2,1
Aragonite,419.2,1
Azurite,419.2,1
Siderite,419.2,3
Siderite,419.5,1
Calcite,420.0,3
Azurite,420.0,1
Malachite,420.0,1
Azurite,420.4,1
Malachite,420.4,1
Calcite,420.4,1
Smithsonite,420.4,1
Dolomite,420.4,1
Calcite,420.9,1
Aragonite,427.0,1
Calcite,429.7,1
Ankerite,429.7,1
Dolomite,429.7,1
Siderite,429.7,1
Malachite,430.0,4
Azurite,430.0,4
Cerussite,430.0,2
Calcite,430.0,3
Smithsonite,430.0,3
Dolomite,430.0,1
Aragonite,430.0,1
Siderite,430.0,2
Calcite,431.82,1
Calcite,436.0,1
Malachite,436.0,1
Ankerite,436.0,1
Siderite,436.0,1
Dolomite,436.0,1
Dolomite,439.7,1
Malachite,440.0,1
Aragonite,440.0,1
Dolomite,440.0,1
Calcite,440.0,1
Calcite,441.0,1
Ankerite,441.0,1
Dolomite,443.8,1
Malachite,443.8,1
Calcite,443.8,2
Aragonite,444.0,1
Malachite,444.0,2
Dolomite,444.0,1
Rhodochrosite,444.0,1
Siderite,444.0,2
Calcite,444.0,3
Azurite,444.0,2
Smithsonite,444.0,2
Cerussite,444.0,2
Calcite,444.1,1
Calcite,444.7,1
Siderite,444.7,1
Dolomite,445.0,1
Cerussite,445.0,2
Rhodochrosite,445.0,2
Azurite,445.0,2
Ankerite,445.0,2
Calcite,445.0,6
Siderite,445.0,3
Malachite,445.0,3
Azurite,446.0,1
Smithsonite,446.0,1
Malachite,446.0,1
Azurite,447.0,1
Malachite,447.0,1
Siderite,448.07,1
Malachite,448.07,1
Aragonite,448.07,1
Cerussite,448.07,1
Smithsonite,448.07,1
Azurite,448.07,1
Calcite,448.07,1
Malachite,450.0,1
Malachite,452.0,1
Azurite,452.0,1
Dolomite,453.8,1
Calcite,453.8,1
Malachite,455.0,1
Siderite,458.0,1
Ankerite,458.0,1
Calcite,458.0,1
Calcite,459.0,1
Rhodochrosite,460.0,1
Calcite,461.0,1
Malachite,461.0,1
Azurite,464.0,1
Calcite,467.0,1
Smithsonite,470.0,1
Calcite,470.0,2
Malachite,470.0,1
Cerussite,470.0,1
Ankerite,470.0,2
Azurite,474.0,1
Calcite,474.0,1
Malachite,474.0,1
Siderite,474.0,1
Aragonite,474.0,1
Dolomite,474.0,1
Cerussite,474.0,1
Smithsonite,474.0,1
Calcite,477.0,1
Malachite,480.0,1
Malachite,481.0,1
Azurite,481.0,1
Calcite,481.0,1
Dolomite,482.0,1
Malachite,482.51,1
Calcite,482.51,1
Siderite,482.51,1
Azurite,482.51,1
Ankerite,482.51,1
Aragonite,483.0,1
Calcite,483.0,4
Smithsonite,485.0,6
Calcite,485.0,16
Azurite,485.0,4
Malachite,485.0,6
Ankerite,485.0,3
Dolomite,485.0,8
Cerussite,485.0,2
Aragonite,485.0,3
Siderite,485.0,3
Dolomite,485.4,1
Rhodochrosite,485.4,1
Calcite,485.4,1
Smithsonite,485.4,1
Cerussite,485.4,1
Siderite,485.4,1
Dolomite,488.3,1
Cerussite,488.3,1
Calcite,488.3,1
Ankerite,488.3,1
Siderite,488.3,1
Cerussite,489.0,1
Malachite,489.0,1
Calcite,490.0,1
Calcite,496.0,1
Dolomite,497.0,4
Malachite,497.0,2
Calcite,497.0,5
Malachite,499.0,1
Azurite,499.0,1
Calcite,499.0,1
Cerussite,499.0,1
Azurite,500.0,1
Dolomite,500.0,3
Calcite,500.0,3
Rhodochrosite,500.0,1
Ankerite,500.0,3
Aragonite,500.0,1
Siderite,500.0,2
Cerussite,500.0,1
Calcite,501.0,1
Siderite,502.0,1
Dolomite,502.0,1
Dolomite,503.6,1
Calcite,506.0,1
Ankerite,506.0,1
Azurite,506.0,1
Cerussite,506.0,1
Smithsonite,506.0,1
Malachite,506.0,1
Azurite,510.0,3
Calcite,510.0,5
Smithsonite,510.0,2
Aragonite,510.0,1
Dolomite,510.0,2
Malachite,510.0,4
Cerussite,510.0,1
Malachite,511.9,1
Malachite,512.0,1
Azurite,512.0,1
Malachite,515.0,1
Dolomite,515.0,1
Calcite,515.0,1
Azurite,515.0,1
Malachite,519.0,1
Dolomite,519.0,1
Calcite,519.0,2
Aragonite,519.0,1
Siderite,519.0,1
Azurite,520.0,3
Aragonite,520.0,2
Dolomite,520.0,3
Cerussite,520.0,2
Malachite,520.0,6
Calcite,520.0,4
Smithsonite,520.0,2
Azurite,521.0,1
Calcite,521.0,1
Malachite,521.0,1
Siderite,521.0,1
Smithsonite,521.0,1
Siderite,524.0,1
Calcite,525.0,1
Malachite,528.0,1
Calcite,528.0,1
Smithsonite,528.0,1
Cerussite,528.0,1
Azurite,528.0,1
Dolomite,528.0,1
Malachite,530.0,2
Siderite,530.0,1
Azurite,530.0,1
Aragonite,534.0,1
Dolomite,534.0,1
Malachite,534.0,1
Cerussite,534.0,1
Calcite,534.0,1
Azurite,534.0,1
Smithsonite,534.0,1
